Bib,Zip,Age,Age Group,Gender,First Half,Second Half,Finish,Positive Split,Percent Change,Avg Max Temp,Max Temp,Min Temp,Avg Min Temp,Max Min Temp,Min Min Temp,Avg Mean Temp,Max Mean Temp,Min Mean Temp
7317,95129,46,45-49,M,5623,6370,11993,747,0.132847235,65.5246998,76.5707,55.0607,45.30469973,55.0607,38.0507,54.28094853,65.01695,46.0157
10753,19090,51,50-54,M,5683,6310,11993,627,0.110329052,61.4876008,77.273605,47.4836,43.41560053,55.8536,34.6136,51.72610033,65.8286,42.8336
12828,20841,26,Under 35,F,6087,5906,11993,-181,-0.029735502,63.52220033,80.1122,50.7722,45.33620013,59.0522,35.8322,53.6256986,66.69845,42.979694
14635,46055,35,35-39,F,6002,5991,11993,-11,-0.001832722,62.96120027,77.3132,40.2332,45.1592,57.243202,26.6432,52.91569993,66.29195,37.116955
7836,75032,52,50-54,M,5929,6065,11994,136,0.022938101,76.3096992,81.817696,68.317696,57.21770007,67.777695,46.7177,65.38194947,73.140205,57.5777
10222,55904,28,Under 35,F,5727,6267,11994,540,0.094290204,55.2772996,71.975296,37.6853,36.31129993,47.4953,25.445301,45.20080013,62.814045,34.666553
13139,11738,35,35-39,F,5974,6020,11994,46,0.007700033,54.61520007,73.6052,43.6352,42.21919987,52.0052,32.5652,47.82320133,60.3977,40.1552
6484,43235,42,40-44,M,5801,6193,11994,392,0.067574556,63.0482006,76.656204,43.266197,44.88020007,57.4862,29.766201,52.68320033,64.138695,39.189953
13492,27513,37,35-39,F,5814,6181,11995,367,0.063123495,71.9638994,85.2539,59.063896,51.11989953,63.203896,37.0139,60.70464933,71.251396,48.147648
8675,75072,41,40-44,M,6001,5994,11995,-7,-0.001166472,75.52130167,82.1453,67.655304,56.63330013,67.0253,45.6053,65.02355173,72.804054,56.52904
15371,32206,26,Under 35,F,5907,6088,11995,181,0.030641612,76.53170007,85.1117,64.5017,57.52370013,69.7217,48.3917,66.71419627,73.0742,57.984196
1685,60616,32,Under 35,M,4906,7089,11995,2183,0.444965349,56.0354002,74.5934,39.8534,41.5034,57.0434,33.0134,47.50439953,63.148403,36.22715
9958,75214,39,35-39,F,5477,6519,11996,1042,0.190250137,77.54450053,82.5845,67.9145,56.83849987,67.6445,46.8545,65.8185,73.9145,57.841995
14204,77377,52,50-54,M,5928,6068,11996,140,0.023616734,79.03910093,84.0551,72.3551,61.11109987,70.1051,48.9551,69.11585233,75.0026,61.2476
14674,77018,44,40-44,F,5927,6069,11996,142,0.023958158,79.9577,85.8317,74.0417,61.9937,70.9817,50.4617,70.08420033,75.63545,63.155445
13563,98115,26,Under 35,F,5947,6049,11996,102,0.017151505,56.15690033,62.8709,48.2909,40.4969,45.6809,36.2309,46.7463986,51.512146,42.3134
12757,8540,50,50-54,F,5726,6270,11996,544,0.095005239,60.79760013,76.1936,45.5936,43.0136,57.8336,32.9936,50.96410213,65.562355,42.12485
8580,2492,28,Under 35,F,5727,6270,11997,543,0.094814039,54.82610013,70.3481,36.5081,38.18810013,52.6181,31.6481,45.6736008,57.774353,35.518097
3085,20012,36,35-39,M,5297,6700,11997,1403,0.264866906,64.60760087,81.26961,51.9296,46.4575998,59.7596,36.2696,54.5980994,67.85584,43.9196
13217,19547,37,35-39,F,5899,6098,11997,199,0.033734531,60.65239973,74.6744,45.6044,42.20840007,55.234398,34.2644,50.81115067,62.629406,41.055653
13163,1075,41,40-44,F,5624,6373,11997,749,0.133179232,56.6576004,70.0736,37.4936,38.17760047,55.6736,29.753601,46.38260067,58.8011,35.764854
11798,49441,50,50-54,M,5882,6115,11997,233,0.039612377,53.31890007,67.064896,44.5649,39.0389,47.5349,31.3349,45.15390087,55.466152,36.5324
6817,44114,44,40-44,M,5751,6246,11997,495,0.086071987,52.1525,62.6585,41.2385,42.72049987,49.6985,35.8385,46.30800013,53.729748,38.4035
10371,95492,37,35-39,F,5643,6354,11997,711,0.12599681,68.16890093,79.4129,56.912903,43.2749,50.8829,34.8629,53.5913998,64.13165,45.28415
24366,2458,31,Under 35,M,5927,6071,11998,144,0.024295596,54.07850007,70.4885,38.0885,38.38249967,51.2285,32.0585,45.5092502,58.349762,36.629745
13013,44122,37,35-39,F,5747,6251,11998,504,0.087697929,59.759,75.641,40.721,41.225,54.761,30.191,48.96500127,59.088497,36.659748
4553,47725,40,40-44,M,5362,6636,11998,1274,0.237597911,67.15520047,82.1732,45.993202,49.8332,64.5332,30.9632,57.36245053,71.38821,40.8482
10962,48116,49,45-49,M,5649,6349,11998,700,0.123915737,58.052,75.29,45.14,39.31999967,48.83,31.1,47.7102512,59.277508,37.54625
9698,13215,39,35-39,F,5540,6459,11999,919,0.165884477,54.50809987,71.8061,37.8761,38.57209987,54.8861,29.8661,45.13985027,58.87985,33.064854
11770,2191,26,Under 35,F,5729,6270,11999,541,0.094431838,54.38480007,72.0608,39.3008,39.6248002,54.8708,31.9208,46.0508006,58.68455,36.94205
13779,28115,34,Under 35,F,5859,6141,12000,282,0.04813108,69.77689993,83.300896,57.0209,50.80490027,62.4209,38.3009,59.31289947,69.45214,48.14465
10397,34202,46,45-49,M,5854,6146,12000,292,0.049880424,80.59399933,87.62,74.119995,60.668,72.68,52.43,69.88500047,75.47751,65.12376
5936,32713,35,35-39,M,5239,6762,12001,1523,0.290704333,78.93499873,85.613,71.933,58.8949996,70.403,52.223,67.82099613,74.77175,62.40425
15628,77406,23,Under 35,M,5420,6581,12001,1161,0.214206642,80.87510093,86.2151,74.6951,62.233101,71.365105,50.8451,70.4466012,75.79385,62.923847
11706,80210,50,50-54,F,5793,6209,12002,416,0.071810806,65.95670027,80.620705,54.6107,33.54470013,41.0207,23.7407,48.36894987,58.739452,39.246952
3364,17602,29,Under 35,M,5164,6839,12003,1675,0.32436096,62.82980073,78.5498,47.679802,43.9118002,58.3898,35.5298,52.7130498,65.3198,42.193554
14434,90814,49,45-49,F,5926,6077,12003,151,0.025480931,66.73519967,77.3492,56.6492,48.92719987,55.4792,41.9792,56.83469833,64.2842,50.7767
12770,1880,28,Under 35,F,5880,6123,12003,243,0.041326531,53.2247002,70.828705,36.4487,38.02070013,48.7787,31.6787,44.93794987,56.85995,35.368702
15468,30342,54,50-54,M,5658,6346,12004,688,0.121597738,70.10330053,79.985306,57.3053,50.93930033,64.1453,36.9653,59.50130073,70.08155,48.534054
4380,44223,23,Under 35,M,5823,6182,12005,359,0.061652069,61.69099993,76.793,42.233,42.37700027,55.913002,28.733,50.61275093,59.7455,37.5755
12467,27603,24,Under 35,F,5823,6182,12005,359,0.061652069,72.2699,86.1719,59.9819,52.13989973,64.301895,38.2919,61.49315133,71.97065,48.776905
1591,85250,33,Under 35,M,5007,6998,12005,1991,0.397643299,79.02290013,91.2209,60.0809,51.3089,60.0809,43.2509,64.11090193,76.22465,53.023396
5742,44614,39,35-39,M,5886,6120,12006,234,0.039755352,61.9225998,76.0406,42.6506,43.2326,56.0606,29.6906,51.3478502,60.950603,38.42435
17530,60521,55,55-59,M,5970,6036,12006,66,0.011055276,57.85129967,77.5013,37.9913,40.7932998,59.681297,28.9013,47.9975498,65.73755,35.4263
2309,1749,41,40-44,M,5346,6661,12007,1315,0.245978302,54.47570007,69.3257,35.9357,38.03569987,49.4357,32.0657,45.40119887,57.363205,34.64945
2954,96821,37,35-39,M,5158,6849,12007,1691,0.327840248,73.80799947,76.442,71.942,71.28199933,73.021996,69.242004,72.6047476,74.075745,70.7645
7927,85017,60,60-64,M,5862,6147,12009,285,0.048618219,79.7999,92.507904,61.2779,50.91589973,59.117897,41.927902,64.58290013,76.76915,53.537907
12714,18067,29,Under 35,F,5818,6191,12009,373,0.064111378,60.16430073,74.0723,43.742302,41.6303,55.352303,30.6923,50.3018002,62.818554,40.742302
7150,87111,43,40-44,M,5426,6584,12010,1158,0.213416882,65.63389867,76.1999,55.3199,40.9079,52.8899,28.0499,52.29190007,62.643658,40.52615
14811,75165,28,Under 35,F,5862,6149,12011,287,0.0489594,77.8226,84.1406,70.1006,57.31460047,67.1306,48.9506,66.39709893,74.019356,58.5656
1187,98144,26,Under 35,M,5319,6692,12011,1373,0.258131228,56.5960996,62.752098,49.342102,42.13610033,47.452103,39.1721,47.82485227,52.80335,43.443348
8777,32712,53,50-54,M,5482,6530,12012,1048,0.191171105,79.55360053,86.4896,71.6396,58.12160053,70.7396,49.5896,68.09360087,75.3296,62.035854
7535,97006,54,50-54,M,5690,6323,12013,633,0.111247803,60.7990996,72.5531,49.0631,40.17709987,47.8931,32.7731,48.64509993,54.9281,41.139347
7570,94062,41,40-44,M,5343,6670,12013,1327,0.248362343,59.98939973,73.7114,49.0514,39.15740013,45.7214,32.0414,47.89265087,58.07015,39.88265
27271,11225,30,Under 35,M,5950,6064,12014,114,0.019159664,57.66890013,76.730896,45.0509,42.2849,54.1409,34.7009,49.35115093,64.38215,41.634655
11545,8836,51,50-54,M,5719,6296,12015,577,0.100891764,59.3932992,74.4593,43.319298,41.81930033,56.9093,30.6293,49.7330504,63.696808,41.354305
9142,2118,32,Under 35,F,5545,6470,12015,925,0.166816952,54.2072,70.6172,38.2172,38.5112,51.3572,32.1872,45.63795073,58.47845,36.758453
7574,78722,51,50-54,M,5691,6324,12015,633,0.111228255,81.16069953,87.6947,77.164696,60.3226996,68.7047,50.8847,69.1181974,75.23719,61.980946
17545,5001,37,35-39,F,5884,6131,12015,247,0.041978246,53.1043996,67.6544,35.0744,33.23840007,46.9544,26.4344,42.2534006,55.391903,33.105648
15510,93110,30,Under 35,F,5925,6091,12016,166,0.028016878,63.75350093,71.2535,54.2435,45.61550013,50.4635,38.6735,53.94275073,59.887253,47.920994
10689,92691,50,50-54,M,5830,6187,12017,357,0.061234991,67.2227,78.4427,54.4127,47.6447,56.4827,38.9327,56.0354478,67.061455,48.213943
9189,44644,24,Under 35,F,5304,6714,12018,1410,0.265837104,61.5179012,75.3179,42.107903,42.3719004,54.5279,27.3479,50.70239953,60.524155,37.607906
14980,95616,29,Under 35,F,5937,6081,12018,144,0.024254674,68.52679987,80.592804,54.4028,43.87279987,50.8928,34.7828,54.08554973,64.655304,44.28905
11153,33458,56,55-59,M,5691,6327,12018,636,0.111755403,80.31769933,91.0517,76.0217,65.3177,74.6717,59.2817,72.63944953,80.604195,68.89296
11833,1721,43,40-44,F,5774,6245,12019,471,0.081572567,54.57109987,69.4391,36.4991,38.5631,52.4291,31.8191,45.71709987,57.469097,35.3141
13916,95618,26,Under 35,F,5938,6081,12019,143,0.024082183,68.49169987,80.5577,54.3677,43.83770027,50.8577,34.7477,54.0504494,64.6202,44.253952
11350,97203,45,45-49,M,5626,6394,12020,768,0.136509065,60.970098,71.9321,48.1721,42.64609973,48.7121,35.752098,49.63684947,55.57835,42.4271
10243,68131,31,Under 35,F,5477,6543,12020,1066,0.194632098,65.71850027,83.970505,51.7505,42.36049987,54.9905,32.1305,53.07750007,70.298,43.5755
1772,84404,24,Under 35,M,5551,6469,12020,918,0.165375608,59.7374016,73.80141,43.291397,30.1093998,42.1214,19.531399,43.88415013,59.292652,34.122654
18001,13204,57,55-59,M,5957,6063,12020,106,0.017794192,56.7389002,74.6429,39.6329,39.4709,54.7529,30.7229,46.79190047,60.951664,35.19665
9674,90803,46,45-49,M,5901,6120,12021,219,0.037112354,66.94580093,77.5598,56.859802,49.13780047,55.6898,42.1898,57.0453014,64.494804,50.987305
11408,81656,37,35-39,F,5699,6322,12021,623,0.109317424,50.96270013,64.4207,38.7707,15.83869966,30.6707,0.70069885,32.44720073,44.35445,22.390701
13870,94523,42,40-44,F,5868,6153,12021,285,0.048568507,66.6869004,79.8269,55.2569,45.1229002,51.6569,37.4369,53.88465073,65.2544,45.16565
8667,19102,25,Under 35,F,5414,6608,12022,1194,0.220539342,62.53370067,79.4417,48.6617,43.6097,58.2017,33.9017,52.44345053,65.979195,43.906696
3239,74112,33,Under 35,M,5133,6889,12022,1756,0.342100136,73.38049973,86.3285,59.8685,52.05049987,66.888504,40.6985,61.09974953,73.1585,51.284748
3412,27107,43,40-44,M,5773,6249,12022,476,0.082452798,70.6141994,84.1802,57.9002,48.58219987,61.2302,33.6002,59.08469873,70.64645,46.972702
15487,48846,39,35-39,F,5948,6074,12022,126,0.021183591,57.89989953,74.1119,43.421898,38.5198998,49.6319,29.561901,47.29565033,60.10941,35.94815
11171,75228,45,45-49,M,5851,6171,12022,320,0.054691506,77.61469873,82.6547,67.984695,56.90869953,67.7147,46.9247,65.88869733,73.98469,57.9122
8147,28262,42,40-44,M,5837,6186,12023,349,0.059790989,72.37640047,85.6544,59.4644,51.3224,64.0544,38.7644,61.0724024,71.55816,49.226902
16139,80503,41,40-44,F,5815,6208,12023,393,0.067583835,65.32459947,78.7946,53.0546,33.06859993,37.8446,26.5046,47.14060007,56.1671,39.550846
4944,19147,43,40-44,M,5650,6374,12024,724,0.128141593,62.63900053,79.547005,48.767,43.71500027,58.307,34.007,52.5487488,66.084496,44.011993
8254,6896,38,35-39,F,5605,6420,12025,815,0.145405888,55.54549953,71.9375,40.5275,39.55549993,54.0275,29.0075,46.74424907,60.057495,36.98375
6457,92612,37,35-39,M,5667,6358,12025,691,0.121934004,67.20020133,78.9242,56.334198,48.3301998,54.084198,40.0442,56.9862,64.1417,50.847946
16351,77095,37,35-39,F,5845,6180,12025,335,0.057313944,79.862,85.28,74.39,61.766,70.61,50.72,69.8107468,75.44375,62.348743
1888,10028,35,35-39,M,5723,6302,12025,579,0.101170715,58.30879953,75.6428,43.9628,41.86880013,55.4828,32.8928,49.33804847,63.72905,40.910297
9564,80202,27,Under 35,F,5495,6531,12026,1036,0.188535032,66.1303996,80.1464,54.8564,33.37039987,41.9864,23.8964,48.40564887,59.071396,39.80015
13547,95762,31,Under 35,F,5869,6157,12026,288,0.049071392,64.58509927,76.603096,47.8031,43.2011,56.5331,35.2031,52.3636002,63.433105,40.7456
9488,43015,46,45-49,M,5706,6320,12026,614,0.107606029,62.6717004,76.6517,43.6217,44.5097,57.3917,28.8617,52.29669947,62.91545,39.3167
16027,92660,29,Under 35,F,5813,6213,12026,400,0.068811285,62.97379987,71.4758,55.4558,48.96979987,54.4658,42.4958,55.70080127,61.028305,51.113297
12030,34609,48,45-49,M,5739,6288,12027,549,0.095661265,78.30740167,87.463394,69.553406,58.48339973,71.9834,49.7534,67.8179002,74.46964,62.529648
7015,54467,46,45-49,M,5486,6542,12028,1056,0.192489974,54.0499998,71.33,34.52,35.672,48.65,25.61,44.04275247,61.928753,33.312496
13640,6896,36,35-39,F,5770,6258,12028,488,0.08457539,55.54549953,71.9375,40.5275,39.55549993,54.0275,29.0075,46.74424907,60.057495,36.98375
15118,19130,28,Under 35,F,5956,6072,12028,116,0.019476158,62.4167,79.3247,48.5447,43.49269993,58.084698,33.7847,52.3264492,65.862206,43.7897
6668,92110,54,50-54,M,6112,5917,12029,-195,-0.03190445,64.9766006,71.8286,59.8586,49.5325998,55.0886,43.4786,56.8231012,61.4261,52.722347
24207,10029,37,35-39,M,5625,6404,12029,779,0.138488889,58.49599967,75.83,44.15,42.05600027,55.67,33.08,49.52524987,63.916256,41.097496
15181,55409,49,45-49,F,5947,6082,12029,135,0.022700521,57.15440013,73.0364,44.1464,35.33840013,42.796402,27.3164,45.35439873,58.820156,36.0089
12811,17011,41,40-44,F,5840,6189,12029,349,0.059760274,62.1739998,80.023994,46.814003,42.60200013,57.614002,31.874,51.6992496,63.21275,41.039005
10561,19608,45,45-49,M,5670,6361,12031,691,0.121869489,60.8633002,74.9453,46.2353,42.01129987,54.875298,32.4653,50.68304833,62.799046,40.902798
9402,98407,43,40-44,F,5917,6114,12031,197,0.033293899,57.00920027,64.9652,49.5752,40.5332,46.5152,35.9852,47.1054482,51.20645,42.0977
11591,10024,29,Under 35,F,5816,6216,12032,400,0.068775791,58.69400033,74.696,43.466,42.3979996,55.526,34.376,49.6137506,64.18851,41.02475
14944,60614,28,Under 35,F,5870,6162,12032,292,0.049744463,54.8081,73.6781,39.4781,41.35010027,54.7781,34.0781,46.87709953,62.270603,36.166847
8431,32825,40,40-44,M,5339,6694,12033,1355,0.253792845,79.90789933,86.7119,72.8519,59.11189967,70.7819,51.7919,68.66715413,75.5894,63.3194
10345,66206,40,40-44,F,5814,6219,12033,405,0.069659443,68.66420153,83.7662,53.8862,47.56220007,61.896202,34.9862,57.12020193,72.201195,45.388702
12971,66213,36,35-39,F,5814,6220,12034,406,0.069831441,68.8957996,83.8598,53.7998,47.61980027,61.8998,34.6298,57.1223012,72.12231,45.3098
11458,94118,32,Under 35,F,5760,6274,12034,514,0.089236111,60.2936,72.1616,54.3416,46.84159967,51.551598,41.7416,52.44509807,56.77535,46.590347
18310,33139,38,35-39,F,6109,5926,12035,-183,-0.029955803,80.47250027,85.6985,77.6885,68.09449907,75.348495,58.0685,74.05024587,78.929756,69.656006
9759,23060,47,45-49,M,5874,6161,12035,287,0.04885938,68.96690067,84.650894,54.6809,47.9129004,59.7209,35.0609,57.542902,70.83965,45.463394
10478,16870,46,45-49,M,5878,6158,12036,280,0.04763525,57.08870013,73.3307,39.3107,40.8827,54.5207,30.3107,47.96720033,59.234455,35.999454
9731,97213,49,45-49,M,5489,6547,12036,1058,0.192749135,60.70639847,71.1104,48.7004,41.83039987,48.5204,34.4804,49.18914987,55.73915,42.0104
11352,10021,59,55-59,M,5966,6070,12036,104,0.017432115,58.22780007,76.3358,44.6558,42.12379987,54.8258,34.4858,49.41480113,63.979553,41.27705
10740,18104,35,35-39,F,5724,6312,12036,588,0.102725367,60.47990107,74.5259,43.9259,41.9699,55.3559,30.6059,50.64490107,63.380905,41.113403
4990,2144,44,40-44,F,5580,6457,12037,877,0.157168459,53.52260013,70.5506,38.0606,38.3786,49.4906,32.3006,45.2588482,57.763092,36.4556
13134,28147,36,35-39,F,5762,6275,12037,513,0.089031586,70.69459847,84.266594,58.6166,50.5166002,63.746597,36.5666,59.91110247,71.2391,47.524105
14372,94117,39,35-39,F,5884,6153,12037,269,0.045717199,59.97769993,71.8457,54.0257,46.5256994,51.2357,41.425697,52.12919807,56.459442,46.27445
16368,84105,36,35-39,F,5800,6237,12037,437,0.075344828,60.76909987,74.3711,45.301098,35.04110007,50.7011,22.621101,46.428852,61.4711,35.6486
12865,6762,37,35-39,F,5699,6338,12037,639,0.112124934,55.0982006,71.1662,40.3862,38.5502,53.4362,28.0562,46.19795027,57.90245,35.638702
8038,11566,49,45-49,M,5268,6769,12037,1501,0.284927866,55.70510033,73.5251,45.175102,43.11110013,54.3551,34.0151,48.73810007,61.25885,41.31635
12982,6373,45,45-49,F,5876,6162,12038,286,0.048672566,55.26619987,71.2382,38.2982,39.0602,53.7782,29.0282,46.1201984,56.935696,36.45695
12854,2140,35,35-39,F,5906,6132,12038,226,0.03826617,53.58109987,70.6091,38.1191,38.4371,49.5491,32.3591,45.31735047,57.821606,36.514095
15382,80247,31,Under 35,F,5977,6061,12038,84,0.014053873,65.78150013,79.9655,54.225502,35.34949987,43.1555,24.6155,49.20574853,60.70924,38.902996
7114,48084,36,35-39,M,5656,6382,12038,726,0.128359264,58.3097002,75.121704,44.4317,39.5897,48.4817,31.9217,47.8814484,58.05544,38.484196
11004,78610,38,35-39,F,5820,6219,12039,399,0.068556701,80.8153996,88.237404,76.7174,60.56539933,68.2574,51.6974,69.08539807,74.82365,62.141148
3755,19087,55,55-59,M,5756,6283,12039,527,0.091556637,61.1239996,77.432,47.101997,42.97999987,54.842,33.962,51.22399993,65.255745,41.8895
7831,30309,61,60-64,M,5473,6566,12039,1093,0.199707656,70.42369973,80.0717,58.0217,51.0617002,64.3217,37.1417,59.68595067,70.00669,48.6542
11022,46033,32,Under 35,F,5997,6042,12039,45,0.007503752,62.80700133,77.297005,40.307,45.06499973,57.317,27.527,52.87475087,66.65826,37.096996
8473,78258,43,40-44,M,5373,6667,12040,1294,0.240833799,81.04099847,86.134995,75.425,59.30900033,66.695,48.695,68.7052498,73.872505,62.082504
12438,84106,27,Under 35,F,5673,6367,12040,694,0.122333862,60.54679993,74.148796,45.0788,34.8188,50.478798,22.3988,46.2065514,61.248806,35.4263
13872,15767,27,Under 35,F,5825,6216,12041,391,0.067124464,58.7527996,73.2128,39.9128,40.92080013,55.5728,27.4028,48.51904907,60.249054,36.07655
7350,28211,42,40-44,F,5563,6478,12041,915,0.164479597,72.0667998,84.8768,59.4068,50.8508,63.4568,37.8968,60.54380127,71.23055,48.805553
10456,37203,28,Under 35,F,5693,6348,12041,655,0.115053575,68.93450033,81.5585,52.848503,50.55650013,66.6185,32.6885,58.57600053,69.97475,44.201
10395,46307,50,50-54,M,5822,6220,12042,398,0.068361388,58.98830013,76.5383,39.908302,41.39030007,58.7183,29.6483,48.8847996,65.20954,36.1358
10942,44718,33,Under 35,F,5780,6262,12042,482,0.083391003,61.4009002,75.6149,41.954903,42.91490007,55.9949,30.2549,50.93865,60.5099,37.833652
2331,2492,24,Under 35,M,5181,6862,12043,1681,0.324454738,54.82610013,70.3481,36.5081,38.18810013,52.6181,31.6481,45.6736008,57.774353,35.518097
15445,89134,36,35-39,F,5888,6156,12044,268,0.045516304,73.10270087,84.4007,59.7407,48.64069967,66.6707,36.7007,59.60844927,74.316956,47.740696
8594,94108,40,40-44,M,5434,6610,12044,1176,0.216415164,60.30530047,72.1733,54.353302,46.85330007,51.5633,41.7533,52.45680053,56.787052,46.60205
11192,78504,45,45-49,M,5762,6283,12045,521,0.090419993,88.93429893,97.32829,83.2883,67.81430027,75.0983,58.3583,76.78280047,82.542046,70.88705
13054,13090,30,Under 35,F,5984,6062,12046,78,0.013034759,56.40019953,75.090195,39.3602,38.9462,54.210197,29.8202,46.38270087,60.753956,35.37395
3837,32601,24,Under 35,M,5678,6369,12047,691,0.121697781,77.3431994,84.6392,69.0692,55.8632002,70.5992,48.549202,66.0866996,73.38171,59.84795
14529,20816,57,55-59,M,6038,6009,12047,-29,-0.004802915,64.7128994,81.3749,52.0349,46.5629,59.864902,36.3749,54.70340053,67.96116,44.024902
3671,11211,22,Under 35,M,5712,6336,12048,624,0.109243697,58.53200013,76.64,44.96,42.42799953,55.13,34.79,49.71900067,64.28375,41.58125
4020,78751,34,Under 35,M,5251,6797,12048,1546,0.29442011,80.82410033,86.9081,77.0081,59.6201006,68.3681,50.3681,68.6685994,74.908104,61.576843
13306,28690,20,Under 35,F,5747,6301,12048,554,0.096398121,68.3792008,82.2632,52.743202,47.7451996,60.2132,32.3132,57.4709502,68.6957,45.325703
13140,3046,57,55-59,M,5664,6385,12049,721,0.127295198,51.7039998,66.344,32.774,33.56000007,43.934,26.114,41.77350007,53.6015,31.682747
9651,59718,54,50-54,M,5685,6364,12049,679,0.119437115,57.48829993,68.9423,37.5323,31.2023,40.1423,24.6623,42.58729927,53.02355,33.741047
4988,17402,46,45-49,M,5418,6631,12049,1213,0.223883352,61.40599987,76.712,46.742,43.50799987,58.532,34.682,51.8325014,64.34076,40.67075
5813,49506,38,35-39,M,5264,6785,12049,1521,0.288943769,57.298699,73.5647,43.8647,38.7767,50.0747,28.2047,46.89570113,60.087204,35.5022
16360,12077,24,Under 35,F,5972,6077,12049,105,0.01758205,56.00750013,70.929504,37.1795,38.41550013,56.5295,29.3495,46.12799847,59.889507,35.053253
14689,28560,36,35-39,F,5735,6315,12050,580,0.101133391,71.7221002,85.7381,58.9181,52.94210093,63.5081,39.9281,61.55785307,69.66936,50.630604
9805,3257,55,55-59,M,5590,6460,12050,870,0.155635063,48.9511996,62.841198,31.2512,31.8091998,42.3212,27.0212,39.3834496,50.97995,29.379951
12239,78681,51,50-54,M,5885,6165,12050,280,0.04757859,79.92439933,85.114395,76.3844,59.84240013,67.7444,50.2844,68.31040067,74.254395,61.245655
2621,46745,24,Under 35,M,5095,6956,12051,1861,0.365260059,62.21299947,76.343,45.563,41.8130002,52.313004,28.463,50.63699967,63.3455,38.17175
9328,2458,31,Under 35,F,5447,6604,12051,1157,0.212410501,54.07850007,70.4885,38.0885,38.38249967,51.2285,32.0585,45.5092502,58.349762,36.629745
29993,2474,46,45-49,M,5854,6198,12052,344,0.058763239,53.32370033,70.3517,37.861702,38.17970027,49.291702,32.1017,45.059951,57.564205,36.256695
14074,91402,60,60-64,M,5513,6539,12052,1026,0.186105569,69.17839793,81.640396,54.0104,45.5984002,58.420403,35.1104,55.45664893,69.0254,45.59915
8341,55126,45,45-49,M,5345,6707,12052,1362,0.254817587,56.12450067,71.7485,43.7585,35.2565,41.7785,27.4685,44.871501,57.3185,35.426006
11254,10075,32,Under 35,F,5787,6265,12052,478,0.082598929,59.1244998,76.140495,43.9205,41.98249987,55.260498,33.1205,49.67374973,64.55299,41.445507
3716,16803,26,Under 35,M,5643,6410,12053,767,0.13592061,58.73719927,74.4512,41.061203,39.9871998,54.7412,27.471199,48.5707014,59.964954,37.27745
4780,19003,34,Under 35,M,5419,6635,12054,1216,0.224395645,61.4473996,77.9594,47.8094,43.50139987,55.9994,34.6694,51.7186504,66.004395,42.7244
2177,6854,32,Under 35,M,5334,6721,12055,1387,0.260029996,55.81909993,74.8211,41.9711,41.6770998,54.391098,32.7011,48.09909947,61.531097,39.8186
12038,28374,58,55-59,M,6031,6024,12055,-7,-0.00116067,72.4253002,86.2673,59.5373,51.17930013,65.1173,37.3073,61.45504853,72.1598,49.082294
9878,94618,35,35-39,F,5550,6505,12055,955,0.172072072,63.60080007,77.0108,54.1508,44.5087998,50.6408,35.7908,52.26330133,61.583298,44.067047
5441,84059,42,40-44,M,5525,6531,12056,1006,0.182081448,42.21350047,52.551502,30.2315,17.04349999,28.8815,2.9614983,29.44249927,39.644,18.989002
10612,10128,27,Under 35,F,5460,6596,12056,1136,0.208058608,58.25030073,75.584305,43.9043,41.81029993,55.424297,32.8343,49.27954967,63.67055,40.851803
11893,77075,58,55-59,M,5732,6324,12056,592,0.103279833,78.41689833,84.704895,73.9949,62.5528994,71.0249,51.2249,69.7241464,74.838646,63.5999
6274,44077,36,35-39,M,5487,6569,12056,1082,0.197193366,59.75029973,76.4303,41.5103,41.5163004,51.1403,30.9803,49.23080027,61.779053,37.475304
7384,80111,37,35-39,M,5942,6114,12056,172,0.028946483,64.9423992,78.7604,53.2904,35.11640007,43.5704,24.7604,48.69815133,60.021656,38.624153
11362,37660,48,45-49,M,5740,6316,12056,576,0.100348432,67.10299947,80.339,46.499,46.0369998,59.549,32.369,55.51624853,67.2065,41.196503
6908,35243,40,40-44,M,5549,6508,12057,959,0.172823932,70.34660167,79.4426,59.4626,50.8646008,65.1326,38.3126,59.75760147,70.8026,49.517597
11080,2144,53,50-54,M,5577,6480,12057,903,0.161915008,53.52260013,70.5506,38.0606,38.3786,49.4906,32.3006,45.2588482,57.763092,36.4556
13623,75224,40,40-44,F,5396,6662,12058,1266,0.234618236,77.71250027,82.6745,68.0945,57.4445006,67.3745,49.1945,66.2920022,73.993256,58.247005
9803,45601,51,50-54,M,5587,6471,12058,884,0.15822445,65.66720047,78.4652,46.1552,47.07320053,59.2952,32.2052,54.82995007,67.833954,40.320198
12849,1876,33,Under 35,F,5845,6213,12058,368,0.062959795,54.3197,68.371704,35.611702,37.07570013,48.9317,31.2017,44.99870013,57.267956,34.55045
14660,11937,34,Under 35,F,5972,6086,12058,114,0.019089082,53.8514002,71.8394,41.9594,42.15739987,52.8494,34.8494,47.21815133,58.673153,40.024403
14490,1001,35,35-39,F,5934,6124,12058,190,0.032018874,57.0509002,70.4489,38.6789,38.9188998,55.7789,30.4889,46.90664793,58.846394,36.226402
10226,10009,27,Under 35,F,5660,6400,12060,740,0.130742049,59.55740047,76.5734,44.3534,42.41539973,55.693398,33.5534,50.10664993,64.98589,41.878395
12992,52732,33,Under 35,F,5765,6296,12061,531,0.092107546,58.62080013,78.9728,34.6028,40.15279993,59.802803,28.4828,48.70129893,67.98905,33.79655
