Bib,Zip,Age,Age Group,Gender,First Half,Second Half,Finish,Positive Split,Percent Change,Avg Max Temp,Max Temp,Min Temp,Avg Min Temp,Max Min Temp,Min Min Temp,Avg Mean Temp,Max Mean Temp,Min Mean Temp
858,32570,44,40-44,M,5836,7195,13031,1359,0.232864976,74.35070027,78.6947,67.7147,55.48069987,68.164696,43.5047,64.54094933,71.79469,57.833454
7224,84043,42,40-44,M,5953,7079,13032,1126,0.189148329,59.46919987,73.7852,41.7452,36.3812,44.1752,27.0752,46.81744907,59.403946,34.80395
17141,45208,40,40-44,F,6435,6597,13032,162,0.025174825,65.73859973,82.3766,45.8366,47.3066,57.9866,31.9766,54.86735067,69.105354,40.031605
11774,49506,44,40-44,F,6126,6906,13032,780,0.127326151,57.298699,73.5647,43.8647,38.7767,50.0747,28.2047,46.89570113,60.087204,35.5022
4666,8876,33,Under 35,M,5687,7346,13033,1659,0.291717953,60.3583998,75.5204,44.0204,42.76640007,57.8804,33.1304,50.69390027,64.6679,41.976646
18679,37027,56,55-59,F,6025,7008,13033,983,0.163153527,68.64110133,81.26511,53.2751,50.62910013,66.5051,33.2051,58.61660187,69.83136,44.080097
18648,75019,48,45-49,F,6233,6801,13034,568,0.091127868,77.18089907,82.9049,67.1549,57.0029002,67.4249,46.8149,66.203398,73.95365,58.274902
19852,60106,68,65-69,M,6430,6605,13035,175,0.027216174,57.5132,78.4832,37.8932,40.56319967,59.7632,28.5332,47.70995093,65.63946,35.44445
8669,2478,46,45-49,M,6547,6488,13035,-59,-0.009011761,54.27800013,70.07,36.41,37.80199987,49.28,31.37,45.280497,57.81499,35.25875
14069,28269,57,55-59,M,6166,6869,13035,703,0.114012326,71.82829973,84.9083,58.9883,50.25829967,63.2183,37.1183,60.20479973,70.924545,48.5333
1130,45140,22,Under 35,M,5351,7684,13035,2333,0.435993272,65.29520047,80.6432,45.993202,46.9111996,58.4132,30.9632,54.42045067,68.3657,39.348206
18385,91354,61,60-64,M,6336,6699,13035,363,0.057291667,68.1130994,82.0211,50.161102,45.3971004,58.2611,34.3211,54.63160213,67.29861,44.243603
13533,6902,56,55-59,M,6231,6804,13035,573,0.091959557,57.3767002,75.886696,42.3167,42.0167,55.9967,32.4167,48.8607006,62.416702,39.6692
16573,94087,55,55-59,M,6355,6680,13035,325,0.051140834,65.43620127,75.5762,55.5062,45.45020013,54.9662,38.0462,53.83519847,63.069942,46.02245
17768,90068,58,55-59,M,6221,6815,13036,594,0.095483041,69.84049767,82.4405,55.8905,45.01250027,54.3605,33.8405,55.64249967,67.2455,46.32425
16003,98908,55,55-59,M,6245,6791,13036,546,0.087429944,59.37349973,71.4875,48.0875,36.4294998,44.3975,29.2775,46.47224887,57.522503,38.55125
25009,33432,38,35-39,M,6168,6869,13037,701,0.113651102,81.0982994,90.128296,77.8883,66.45829993,74.918304,57.638298,73.4210468,80.00705,69.1733
16434,92627,58,55-59,F,6352,6685,13037,333,0.052424433,63.34819913,71.850204,55.8302,49.3441994,54.8402,42.8702,56.07519827,61.4027,51.487698
13917,60622,33,Under 35,F,6246,6791,13037,545,0.087255844,54.8081,73.6781,39.4781,41.35010027,54.7781,34.0781,46.87709953,62.270603,36.166847
9966,94010,50,50-54,M,5872,7165,13037,1293,0.220197548,60.89479947,73.1948,53.1248,45.97279973,50.6048,38.9948,52.13155087,57.152298,45.527298
10334,63129,50,50-54,M,5954,7085,13039,1131,0.189956332,68.44189967,84.6419,48.8219,47.86789967,63.401897,33.8819,57.340901,71.2394,43.841904
16406,14534,43,40-44,F,6439,6600,13039,161,0.025003883,56.88860027,76.4366,41.426598,39.2426,54.5666,30.8966,46.80885127,58.8416,35.3216
14869,77008,32,Under 35,F,5987,7052,13039,1065,0.177885418,79.9688,85.8668,74.9768,62.10679973,71.1968,50.9468,70.04004753,75.68929,63.224308
2462,90713,39,35-39,M,5389,7651,13040,2262,0.419743923,69.80390147,82.3379,57.1379,47.6038994,54.797897,41.477898,57.14115167,65.001656,50.65415
16435,55115,46,45-49,F,6062,6979,13041,917,0.151270208,55.66069973,71.8007,42.4607,35.4287,44.0807,27.3407,44.60894967,57.4682,35.2532
13072,94133,42,40-44,F,6436,6605,13041,169,0.026258546,60.609499,72.4775,54.6575,47.15750007,51.8675,42.057503,52.76099953,57.09125,46.90625
15504,98102,28,Under 35,F,6041,7001,13042,960,0.158914087,56.1794004,62.9654,48.2054,40.32740013,46.3154,36.7754,46.7158996,51.76415,41.9729
13249,35226,27,Under 35,F,6019,7024,13043,1005,0.166971258,70.11139827,79.3814,59.4914,50.5634002,64.9814,37.6214,59.53389827,70.6514,49.253902
15057,7059,28,Under 35,F,6001,7042,13043,1041,0.173471088,58.68259913,74.6366,42.9566,41.19259973,56.6366,29.996601,49.08985,63.56661,40.5491
9985,91773,46,45-49,M,5929,7114,13043,1185,0.19986507,67.41590167,81.7079,53.2679,44.87390013,53.8979,35.0879,54.5489008,66.0329,44.736652
10826,97405,48,45-49,F,6204,6840,13044,636,0.102514507,58.0355002,72.1895,46.6295,38.9795,46.899498,29.1695,46.801498,52.858242,39.257004
10767,44111,31,Under 35,F,5659,7385,13044,1726,0.305000884,59.3290994,75.6311,42.6011,42.63109947,52.8611,33.4211,49.47160047,61.804855,38.34485
16071,80526,36,35-39,F,6131,6914,13045,783,0.127711629,64.54940087,76.861404,51.6614,34.73539973,42.1214,24.3014,47.98040047,59.161404,39.2489
20103,28613,47,45-49,F,6636,6409,13045,-227,-0.034207354,70.07659927,83.4566,55.1066,49.0706,62.3966,35.0366,58.6055976,69.95285,46.537846
13712,48640,35,35-39,F,6021,7024,13045,1003,0.166583624,56.807,73.373,41.783,37.4269998,46.013,28.913,46.22800033,56.925503,36.052998
17914,60462,52,50-54,F,6234,6812,13046,578,0.092717356,58.2011002,77.4311,39.0911,40.89710007,59.6111,27.931099,48.25434967,65.5361,35.74235
11406,60610,58,55-59,M,6017,7029,13046,1012,0.168190128,54.78469993,73.6547,39.4547,41.3267,54.7547,34.0547,46.85369907,62.247192,36.14345
20192,98004,55,55-59,F,6462,6584,13046,122,0.018879604,56.68250047,63.4685,48.7085,40.8305,46.8185,37.2785,47.21899947,52.267246,42.476
15074,53081,23,Under 35,F,6216,6830,13046,614,0.098777349,53.23880007,70.5308,37.6808,37.54880027,47.9408,29.1308,44.83629993,59.9933,35.68954
10391,92354,53,50-54,M,5948,7098,13046,1150,0.1933423,69.7468992,84.2729,55.2029,43.25690047,51.0629,34.7729,55.0596494,67.10165,45.4154
13785,91214,50,50-54,M,5801,7245,13046,1444,0.2489226,64.07569953,77.5157,47.9057,43.65770033,52.5857,30.8957,52.40644913,65.40319,41.331955
12633,77007,50,50-54,M,5797,7250,13047,1453,0.250646886,79.957101,85.8551,74.9651,62.09510093,71.185104,50.9351,70.02834947,75.6776,63.2126
10307,32224,30,Under 35,F,5633,7414,13047,1781,0.316172555,75.75739973,83.5934,64.4234,58.0394006,69.553406,51.373398,66.53765127,73.16465,57.782154
8960,60133,51,50-54,M,5626,7422,13048,1796,0.319232137,56.81869987,78.4247,36.2147,40.4687,59.2547,30.2747,47.6756998,65.828445,34.778454
17551,75082,48,45-49,F,6236,6812,13048,576,0.092366902,76.53590233,82.9859,67.6859,56.70589973,67.4159,45.0059,65.58790187,73.68965,57.380905
18237,50023,62,60-64,M,6507,6541,13048,34,0.005225142,62.3183004,80.7143,48.764297,40.68230013,57.3143,29.7743,50.7760502,70.0268,41.4668
17311,8610,46,45-49,F,6174,6874,13048,700,0.113378685,61.46839927,77.7164,47.6564,43.56439987,58.276398,33.3464,51.7881486,66.3014,43.426403
1911,45040,52,50-54,M,6203,6845,13048,642,0.103498307,64.84819847,79.84219,44.8322,46.5841996,58.4222,30.8822,54.06019953,67.89845,38.91845
17695,10312,57,55-59,M,6134,6914,13048,780,0.127160091,59.22979933,76.065796,45.7358,42.76579987,57.2558,34.575798,50.16805173,65.41955,42.3308
12870,23832,22,Under 35,F,6087,6961,13048,874,0.143584689,69.6592984,85.4213,55.6313,48.50929973,60.131298,36.4613,58.36755107,71.096306,46.22255
24668,7869,39,35-39,M,6275,6774,13049,499,0.079521912,55.67030013,71.696304,39.4763,39.68630027,52.0763,30.9263,46.7940502,60.648804,37.076298
19312,94960,48,45-49,F,6187,6862,13049,675,0.109099725,65.4260004,79.736,54.986,45.41599973,50.846,38.336,53.52625047,62.557247,45.378498
10378,10009,26,Under 35,F,5968,7081,13049,1113,0.186494638,59.55740047,76.5734,44.3534,42.41539973,55.693398,33.5534,50.10664993,64.98589,41.878395
18729,7675,42,40-44,F,6269,6780,13049,511,0.081512203,58.93130013,76.4393,42.1493,41.58529993,56.4593,31.6193,49.25180153,63.190548,39.8468
8638,2492,37,35-39,M,5963,7087,13050,1124,0.188495724,54.82610013,70.3481,36.5081,38.18810013,52.6181,31.6481,45.6736008,57.774353,35.518097
15249,92649,47,45-49,F,6276,6774,13050,498,0.079349904,65.72479987,76.9028,56.7428,48.31879987,55.2128,40.4528,56.56405307,63.136547,51.222797
18251,92109,60,60-64,M,6129,6921,13050,792,0.129221733,64.82449967,71.6765,59.7065,49.38049967,54.9365,43.3265,56.6710012,61.274002,52.570248
19041,49306,47,45-49,F,6139,6912,13051,773,0.125916273,57.06770013,73.4117,43.8017,38.59969987,48.5717,28.8617,46.9444498,59.7167,35.81045
7045,77007,40,40-44,M,5358,7694,13052,2336,0.435983576,79.957101,85.8551,74.9651,62.09510093,71.185104,50.9351,70.02834947,75.6776,63.2126
15064,8846,25,Under 35,F,6054,6998,13052,944,0.155929964,60.262101,76.2161,44.536102,42.7721002,58.216103,31.5761,50.66934927,65.146095,42.128605
13232,97703,37,35-39,F,6126,6926,13052,800,0.130590924,55.83439967,69.9944,38.4044,32.6984,43.6244,21.0344,42.1553996,51.1019,31.106903
14690,11208,57,55-59,M,5870,7182,13052,1312,0.22350937,56.5226,74.1866,45.3866,42.6986,53.9366,35.0366,48.94710007,62.280346,41.5766
11326,98045,35,35-39,F,6049,7004,13053,955,0.157877335,56.52440067,64.1444,44.7944,39.2564,45.6044,35.0744,46.38715013,51.859406,40.208145
19835,20002,53,50-54,F,6313,6740,13053,427,0.067638207,65.66510027,81.4991,52.8791,47.29309987,60.7991,37.4891,55.6855988,69.12409,45.097843
16499,94121,27,Under 35,F,6016,7037,13053,1021,0.169714096,60.15319947,72.021194,54.2012,46.70119953,51.411198,41.6012,52.30470067,56.634953,46.44995
14070,55408,31,Under 35,F,5873,7180,13053,1307,0.222543845,57.16610027,73.0481,44.1581,35.3501,42.8081,27.3281,45.3660998,58.83185,36.020596
13894,2465,45,45-49,F,6248,6805,13053,557,0.089148528,54.8957002,69.8657,36.9257,38.3657,50.8757,31.8857,45.77719927,58.2032,35.7632
13410,64111,34,Under 35,F,6298,6755,13053,457,0.072562718,68.78270047,83.590706,53.8907,46.5347002,61.180702,32.2907,56.59420087,72.2207,45.32195
20886,11222,50,50-54,F,6424,6630,13054,206,0.032067248,58.53200013,76.64,44.96,42.42799953,55.13,34.79,49.71900067,64.28375,41.58125
4699,45209,28,Under 35,M,5558,7496,13054,1938,0.348686578,65.97259947,82.6106,46.0706,47.54060027,58.2206,32.2106,55.10135067,69.33935,40.265606
14030,20009,26,Under 35,F,6139,6915,13054,776,0.126404952,65.1452004,82.1732,52.2932,46.7491998,59.9432,36.8132,55.11695153,68.38071,44.328197
7702,27006,42,40-44,M,6045,7009,13054,964,0.159470637,70.15429933,83.9183,56.7383,49.04030013,61.3283,35.5883,58.8265514,70.200806,46.9658
12062,28031,52,50-54,M,5681,7374,13055,1693,0.298010914,70.63939967,84.13341,57.673397,51.6013994,63.433403,40.123398,60.20214973,70.33715,49.09715
26286,1960,35,35-39,M,6014,7042,13056,1028,0.170934486,52.85420033,68.7362,36.1562,37.5782,47.9462,30.4862,44.4249508,54.88745,35.09495
4772,23113,51,50-54,M,5062,7994,13056,2932,0.579217701,69.04460013,84.1586,54.9986,47.9906004,59.498604,35.6486,57.61710147,70.373604,45.571102
16962,7871,20,Under 35,F,6171,6885,13056,714,0.115702479,56.3080998,73.0301,40.2701,40.0120998,52.8701,31.0001,47.38959927,61.0976,37.416348
14478,44236,27,Under 35,F,6087,6970,13057,883,0.14506325,61.14229853,76.6103,41.6903,41.77429973,55.1003,28.9103,49.94180013,59.1803,37.0028
16840,80211,45,45-49,F,6342,6716,13058,374,0.058971933,65.66239953,79.6784,54.3884,32.90240013,41.518402,23.4284,47.93765013,58.603394,39.332153
14891,73013,69,65-69,M,6229,6829,13058,600,0.096323647,72.95390073,88.2779,60.4679,52.91990047,65.507904,40.9379,61.4016518,73.87415,51.6329
14361,48116,49,45-49,F,6319,6739,13058,420,0.066466213,58.052,75.29,45.14,39.31999967,48.83,31.1,47.7102512,59.277508,37.54625
2626,36830,41,40-44,M,5907,7151,13058,1244,0.210597596,73.4524994,81.1085,63.8285,52.60250007,64.1885,41.5085,62.58324807,71.504745,52.900997
21037,60046,45,45-49,F,6373,6685,13058,312,0.048956535,56.4458,79.3598,36.7898,40.3838,60.0998,29.9498,47.27154933,65.32729,34.8923
10030,12526,46,45-49,M,5754,7305,13059,1551,0.269551616,57.23059893,71.19859,39.2486,39.6206,56.6186,30.7886,46.95860227,59.506104,35.776104
19116,95126,47,45-49,F,6395,6666,13061,271,0.042376857,65.3899994,77.054,55.544,44.91800067,52.664,37.544,54.3475012,64.11649,46.416504
5557,93446,37,35-39,M,5323,7738,13061,2415,0.453691527,66.52640073,81.8924,52.282402,43.3904,48.6824,33.2024,53.03190227,64.30866,43.852398
12575,95831,50,50-54,M,6239,6822,13061,583,0.093444462,67.66999987,78.98,53.42,44.456,52.16,37.85,53.83575047,63.199993,44.01125
7590,10964,47,45-49,M,5579,7482,13061,1903,0.341100556,58.5100998,76.0181,41.7281,41.16410013,56.0381,31.1981,48.83059867,62.76935,39.4256
9499,30316,50,50-54,M,6009,7052,13061,1043,0.173572974,70.1797994,79.485794,57.975803,51.11180027,64.0058,37.0958,59.59579987,69.3683,48.642048
11831,77007,49,45-49,M,6115,6947,13062,832,0.136058872,79.957101,85.8551,74.9651,62.09510093,71.185104,50.9351,70.02834947,75.6776,63.2126
12266,32258,30,Under 35,F,6194,6869,13063,675,0.108976429,76.61059933,84.6266,65.9966,58.4906008,70.4066,47.2766,66.88960133,73.282845,58.372852
14993,2155,35,35-39,F,6040,7023,13063,983,0.162748344,53.62790013,70.6559,38.1659,38.4839,49.5959,32.4059,45.36415033,57.868404,36.560894
17769,62221,37,35-39,F,6194,6870,13064,676,0.109137875,67.7107994,85.00279,48.1028,47.84479953,63.312798,33.7028,57.1582998,72.0053,42.72905
10843,92116,26,Under 35,F,6045,7019,13064,974,0.161124897,63.6544998,70.5065,58.5365,48.21049987,53.7665,42.1565,55.5010016,60.104004,51.40025
18372,98075,49,45-49,F,6404,6660,13064,256,0.039975016,56.63389993,63.7799,45.5099,39.1919,45.7799,34.5299,46.295151,51.472397,40.45865
11599,53191,53,50-54,M,5972,7092,13064,1120,0.187541862,55.10059987,74.7806,35.1806,39.12260053,59.0306,29.0606,46.42009987,65.21435,33.79685
14348,84096,26,Under 35,F,5847,7217,13064,1370,0.234308192,57.01460093,69.9026,37.9526,35.97259973,48.3926,19.6826,44.76934967,57.9626,30.388847
8085,37212,50,50-54,M,5556,7509,13065,1953,0.351511879,68.79409953,81.4181,52.7081,50.41610027,66.4781,32.5481,58.43560073,69.83435,44.060596
16460,49506,36,35-39,F,5891,7174,13065,1283,0.217789849,57.298699,73.5647,43.8647,38.7767,50.0747,28.2047,46.89570113,60.087204,35.5022
19248,45209,40,40-44,F,6324,6741,13065,417,0.065939279,65.97259947,82.6106,46.0706,47.54060027,58.2206,32.2106,55.10135067,69.33935,40.265606
25238,2364,25,Under 35,F,6383,6682,13065,299,0.046843177,53.8457004,70.621704,41.1917,39.58970013,52.8017,31.1117,45.90545,57.3392,38.079197
26038,10075,42,40-44,M,6036,7029,13065,993,0.164512922,59.1244998,76.140495,43.9205,41.98249987,55.260498,33.1205,49.67374973,64.55299,41.445507
6648,11218,46,45-49,M,6019,7047,13066,1028,0.17079249,57.7859002,76.8479,45.1679,42.40189987,54.2579,34.8179,49.4681502,64.49915,41.751648
19673,21093,47,45-49,F,6415,6652,13067,237,0.036944661,61.7918004,79.7558,49.2458,44.84779987,57.0758,35.2958,52.58954973,67.21954,42.6383
18605,20002,35,35-39,F,6241,6826,13067,585,0.093734978,65.66510027,81.4991,52.8791,47.29309987,60.7991,37.4891,55.6855988,69.12409,45.097843
11378,22207,45,45-49,M,5803,7264,13067,1461,0.251766328,64.3378996,81.3659,51.4859,45.94190013,59.135902,36.0059,54.30964833,67.5734,43.5209
19022,2492,45,45-49,F,6347,6720,13067,373,0.058767922,54.82610013,70.3481,36.5081,38.18810013,52.6181,31.6481,45.6736008,57.774353,35.518097
12075,93514,33,Under 35,F,5897,7170,13067,1273,0.215872478,63.00500033,72.347,50.927,39.98299987,53.447,29.777,50.29675173,63.335754,37.277
3641,84121,42,40-44,M,6215,6852,13067,637,0.102493966,47.83160027,61.793602,33.0836,31.3975998,50.2736,17.063599,40.02459873,53.38985,26.989847
19513,11373,64,60-64,M,6336,6732,13068,396,0.0625,58.4618008,76.5698,44.8898,42.35780047,55.059803,34.7198,49.648801,64.213554,41.51105
12083,76063,46,45-49,M,5623,7446,13069,1823,0.324204161,77.92879927,83.0768,68.136795,57.71479973,67.5068,48.3368,66.461046,73.76554,58.236805
25590,2125,26,Under 35,F,6508,6561,13069,53,0.008143823,53.18480013,69.4328,37.1228,39.01879973,53.6828,32.6228,45.3580504,57.961548,36.1178
9661,48642,46,45-49,M,5922,7147,13069,1225,0.206855792,56.07080013,72.8528,40.7228,36.9488,45.0428,25.9628,45.7525492,56.2478,35.937798
15164,44312,29,Under 35,F,6103,6966,13069,863,0.141405866,61.39579947,75.5438,42.3338,42.7838002,56.0138,28.7438,50.78880293,59.636303,37.687553
16436,60540,59,55-59,M,6022,7048,13070,1026,0.170375291,58.18850047,78.4085,37.1885,40.5845,59.0585,28.8185,48.24425093,66.1385,35.249752
9341,2124,41,40-44,M,5683,7387,13070,1704,0.299841633,53.2783996,69.5264,37.2164,39.1124,53.776398,32.7164,45.4516504,58.055157,36.2114
11730,77070,52,50-54,M,5916,7154,13070,1238,0.209263016,79.53859933,85.526596,72.2966,61.73660047,70.6766,50.4266,69.6908464,75.32284,62.21285
12944,2127,26,Under 35,F,5762,7308,13070,1546,0.268309615,54.13700027,70.547005,38.147,38.44100013,51.287,32.117,45.56775053,58.408253,36.688255
14043,1450,55,55-59,M,6068,7003,13071,935,0.154087014,53.65549927,67.6895,34.2995,36.4535,48.2495,30.4295,44.27600007,56.435757,33.422
7175,98051,40,40-44,M,5298,7773,13071,2475,0.467157418,54.34850007,62.982502,42.9125,37.2545,42.9125,32.7425,44.0649994,49.78249,37.594994
13403,30269,38,35-39,F,5989,7082,13071,1093,0.182501252,71.6060002,80.69,60.530003,51.39800013,64.22,37.94,60.40275033,69.62,49.947495
24948,3037,41,40-44,M,5906,7167,13073,1261,0.213511683,51.97580027,64.0598,33.5498,34.83379973,43.4498,27.789799,42.25355007,53.23355,32.75855
18827,3249,45,45-49,F,6348,6725,13073,377,0.059388784,50.13770027,62.791702,33.361702,33.24770013,42.9017,28.5017,40.57469987,50.50295,31.681696
18326,1830,49,45-49,F,6209,6864,13073,655,0.105492028,53.27930027,67.1513,35.6513,36.96530013,45.6413,31.1513,44.30105067,55.5338,34.417553
17294,8721,36,35-39,F,6141,6932,13073,791,0.128806383,58.6397004,76.1117,46.3217,43.48370013,57.2117,34.1717,50.71294793,65.885445,43.7267
19929,7945,66,65-69,M,6252,6821,13073,569,0.091010877,57.70940107,73.80141,40.9514,41.29339947,54.1814,32.3114,48.66490013,62.386402,39.00515
7956,55901,48,45-49,F,6273,6801,13074,528,0.084170253,55.45279967,72.1508,37.8608,36.4868,47.6708,25.6208,45.3762998,62.989548,34.84205
9848,19130,45,45-49,M,5971,7104,13075,1133,0.189750461,62.4167,79.3247,48.5447,43.49269993,58.084698,33.7847,52.3264492,65.862206,43.7897
12618,3833,42,40-44,F,6379,6696,13075,317,0.049694309,53.41790027,67.6859,35.7359,36.55190013,45.7259,30.2459,44.00440087,54.879654,34.65965
18468,77401,48,45-49,F,6170,6905,13075,735,0.119124797,79.7174014,85.3934,74.4134,62.21539993,71.2634,50.7434,69.94464973,75.560905,63.155903
5398,54467,37,35-39,M,5242,7834,13076,2592,0.49446776,54.0499998,71.33,34.52,35.672,48.65,25.61,44.04275247,61.928753,33.312496
16915,30327,42,40-44,F,6125,6951,13076,826,0.134857143,70.84700047,80.735,58.235,51.65899967,64.805,37.715,60.20125007,70.64749,49.178753
4655,15232,26,Under 35,M,5271,7805,13076,2534,0.480743692,63.4313,76.1693,44.2193,44.48930053,57.089302,30.0893,52.31305053,62.11055,39.119297
14735,42748,22,Under 35,F,6305,6771,13076,466,0.073909596,66.6547996,80.7908,47.7608,49.72880013,64.7708,33.3608,56.85879947,68.9108,41.554543
12337,37203,24,Under 35,F,6107,6970,13077,863,0.141313247,68.93450033,81.5585,52.848503,50.55650013,66.6185,32.6885,58.57600053,69.97475,44.201
17562,93405,38,35-39,F,6236,6841,13077,605,0.097017319,60.61729907,74.9813,50.5013,45.57529973,51.041298,36.7313,52.0295512,58.80379,46.057552
12796,94070,51,50-54,M,6141,6937,13078,796,0.129620583,63.1772004,73.4252,54.2552,46.5632004,50.7452,40.395203,53.4774502,60.945194,46.51895
24110,2144,32,Under 35,M,6010,7068,13078,1058,0.176039933,53.52260013,70.5506,38.0606,38.3786,49.4906,32.3006,45.2588482,57.763092,36.4556
18399,78732,44,40-44,F,6162,6916,13078,754,0.122362869,80.58559947,86.5076,76.6976,60.2875998,68.0576,50.417603,68.63885,74.60885,61.281345
13578,8822,52,50-54,M,6141,6937,13078,796,0.129620583,60.75289993,75.9569,44.366898,43.05289987,56.8769,35.0069,51.05015027,65.32565,41.5694
12711,27609,36,35-39,F,5765,7314,13079,1549,0.268690373,72.42980027,86.0198,59.9198,51.62180053,63.6998,38.1398,61.32079993,71.6348,48.64355
12008,11753,48,45-49,M,6213,6867,13080,654,0.105263158,57.99800053,76.73,43.43,42.43999987,56.3,32.45,49.17775047,63.46249,40.017498
6765,35757,40,40-44,M,6069,7012,13081,943,0.155379799,69.31039947,79.9664,57.0164,49.51039973,64.486404,34.0664,58.4681478,69.3389,46.19765
7682,11590,37,35-39,M,5891,7190,13081,1299,0.220505856,57.7571008,77.4851,44.0951,42.31309987,55.3451,32.3951,49.0788514,63.21635,40.416355
10388,97068,46,45-49,M,6061,7020,13081,959,0.158224715,59.34199953,69.854,48.254,39.392,46.814,32.594,47.30699927,53.48525,40.0115
19300,10926,54,50-54,F,6233,6848,13081,615,0.098668378,55.50470027,71.9987,39.9587,39.69469987,53.8187,31.1387,46.60094827,59.769947,35.94995
14163,53711,47,45-49,F,6357,6725,13082,368,0.057888941,54.85250027,75.9245,33.7145,38.31050013,58.2845,29.2145,45.9702504,65.87075,33.1145
21303,58503,58,55-59,F,6592,6490,13082,-102,-0.015473301,57.89600033,73.616,44.906,32.942,44.636,21.956,43.9032494,54.689747,31.473503
17064,7078,57,55-59,M,5969,7115,13084,1146,0.191991958,58.18249987,74.1965,42.7865,41.50250013,55.836502,32.3465,49.15174873,63.610245,40.40525
17631,14075,45,45-49,F,6431,6653,13084,222,0.034520292,56.8729998,75.335,39.155,39.881,50.945,31.685,47.26074927,59.262497,34.47125
21182,28146,50,50-54,F,6265,6819,13084,554,0.088427773,70.86439853,84.4304,59.4104,51.1843998,64.1804,37.5404,60.34015147,71.3054,47.89041
17666,73120,37,35-39,F,6227,6857,13084,630,0.101172314,72.90709933,88.231094,60.4211,52.87310007,65.461105,40.891098,61.35484987,73.827354,51.586105
15025,80534,56,55-59,M,6223,6862,13085,639,0.102683593,66.99470013,81.844696,54.2147,34.6067,42.5147,26.0447,49.07244927,62.385944,41.659702
16146,97213,34,Under 35,F,6182,6904,13086,722,0.116790683,60.70639847,71.1104,48.7004,41.83039987,48.5204,34.4804,49.18914987,55.73915,42.0104
9687,10924,51,50-54,M,5988,7098,13086,1110,0.185370741,57.3233004,72.9653,42.0953,39.8873,55.0553,29.8553,47.68105087,58.9778,37.65155
25821,2124,19,Under 35,M,6538,6548,13086,10,0.00152952,53.2783996,69.5264,37.2164,39.1124,53.776398,32.7164,45.4516504,58.055157,36.2114
16807,80125,55,55-59,M,6313,6773,13086,460,0.072865516,63.81109993,77.701096,52.5911,32.36510007,41.0711,23.7911,46.88709953,57.619843,38.352352
11525,49686,47,45-49,M,6207,6880,13087,673,0.108425971,52.7459,67.1099,40.7399,37.58990013,43.9799,31.0199,44.22315087,52.91614,35.999905
11736,53558,57,55-59,M,6288,6800,13088,512,0.081424936,55.31179973,76.7138,34.1438,38.7038,58.6238,28.5638,46.45454993,66.35255,33.60005
15431,60647,32,Under 35,F,6246,6842,13088,596,0.095421069,54.7963998,73.6664,39.4664,41.33840027,54.7664,34.0664,46.8654002,62.258896,36.155148
14497,48103,23,Under 35,F,5852,7237,13089,1385,0.236671224,57.86479987,75.4628,45.492798,38.72479967,47.382797,29.7428,47.48655027,59.304047,37.7228
28272,2132,43,40-44,M,5715,7374,13089,1659,0.290288714,54.7361002,71.3381,37.4981,38.3321,53.3381,31.5581,45.7248518,58.3331,36.324352
17553,94133,36,35-39,F,6289,6800,13089,511,0.081252981,60.609499,72.4775,54.6575,47.15750007,51.8675,42.057503,52.76099953,57.09125,46.90625
8887,19311,42,40-44,M,5789,7300,13089,1511,0.261012265,61.90459933,77.9666,47.4566,43.64060013,55.8266,34.8566,52.06585047,65.0816,42.90785
9131,37919,37,35-39,F,5951,7139,13090,1188,0.199630314,68.87780053,81.4478,51.3878,48.81980027,65.6978,33.8378,57.28630033,69.961555,43.542805
7846,23451,48,45-49,M,5857,7233,13090,1376,0.234932559,68.3855012,84.59151,53.8115,51.5375006,62.3615,41.211502,59.07525153,71.042755,47.93149
17134,6877,45,45-49,F,6334,6757,13091,423,0.066782444,55.3162998,71.3183,40.7183,39.9503002,54.3083,30.1883,46.86655187,59.9033,37.22705
17674,17602,43,40-44,F,6457,6634,13091,177,0.027412111,62.82980073,78.5498,47.679802,43.9118002,58.3898,35.5298,52.7130498,65.3198,42.193554
18840,17602,44,40-44,F,6457,6634,13091,177,0.027412111,62.82980073,78.5498,47.679802,43.9118002,58.3898,35.5298,52.7130498,65.3198,42.193554
18490,2043,41,40-44,F,6248,6843,13091,595,0.095230474,54.2093,71.8853,39.1253,39.4493,54.6953,31.7453,45.8752988,58.509052,36.766556
10903,90630,28,Under 35,F,6155,6937,13092,782,0.127051178,69.7502006,81.8762,56.7662,48.30620033,54.5162,41.4662,57.54120093,65.85244,50.796204
12557,81328,33,Under 35,F,5844,7248,13092,1404,0.240246407,57.4618992,68.2439,43.2239,26.5259,40.7039,19.1939,40.65915027,50.885147,31.460152
11600,46143,53,50-54,M,5979,7115,13094,1136,0.189998327,63.95750073,78.651505,42.0215,45.6814998,58.2215,27.981499,53.6497476,68.05399,37.221493
13881,94945,50,50-54,M,5915,7179,13094,1264,0.213693998,64.97420107,74.8562,55.2362,45.56420027,51.0062,39.3062,53.18820047,59.713696,45.7037
20263,97068,49,45-49,F,6345,6750,13095,405,0.063829787,59.34199953,69.854,48.254,39.392,46.814,32.594,47.30699927,53.48525,40.0115
12975,2132,35,35-39,F,6210,6886,13096,676,0.108856683,54.7361002,71.3381,37.4981,38.3321,53.3381,31.5581,45.7248518,58.3331,36.324352
7967,10506,44,40-44,F,6148,6948,13096,800,0.130123617,56.0351002,73.0751,40.8551,40.8011,55.5251,31.5851,47.55535127,60.4001,37.941353
