Bib,Zip,Age,Age Group,Gender,First Half,Second Half,Finish,Positive Split,Percent Change
1152,3033,42,40-44,M,4694.00,4842.00,9536.00,148.00,0.031529612
1328,6032,25,Under 35,M,4718.00,4823.00,9541.00,105.00,0.022255193
1570,2127,24,Under 35,M,4443.00,5102.00,9545.00,659.00,0.148323205
284,22031,28,Under 35,M,4435.00,5111.00,9546.00,676.00,0.152423901
711,11218,33,Under 35,M,4658.00,4889.00,9547.00,231.00,0.0495921
985,35186,29,Under 35,M,4474.00,5074.00,9548.00,600.00,0.134108181
360,66202,28,Under 35,M,4402.00,5146.00,9548.00,744.00,0.169014085
2170,37208,29,Under 35,M,4654.00,4894.00,9548.00,240.00,0.051568543
735,12159,38,35-39,M,4655.00,4894.00,9549.00,239.00,0.051342642
865,46580,29,Under 35,M,4511.00,5039.00,9550.00,528.00,0.117047218
1932,55416,35,35-39,M,4708.00,4842.00,9550.00,134.00,0.028462192
1387,5055,27,Under 35,M,4668.00,4883.00,9551.00,215.00,0.046058269
2332,98367,27,Under 35,M,4574.00,4977.00,9551.00,403.00,0.08810669
674,37211,25,Under 35,M,4582.00,4971.00,9553.00,389.00,0.084897425
698,66762,38,35-39,M,4700.00,4854.00,9554.00,154.00,0.032765957
376,27534,26,Under 35,M,4436.00,5118.00,9554.00,682.00,0.15374211
1179,15212,30,Under 35,M,4598.00,4958.00,9556.00,360.00,0.078294911
1492,89411,41,40-44,M,4759.00,4798.00,9557.00,39.00,0.008194999
958,1520,44,40-44,M,4718.00,4840.00,9558.00,122.00,0.025858415
2076,24060,27,Under 35,M,4684.00,4874.00,9558.00,190.00,0.040563621
4295,33141,28,Under 35,M,4723.00,4838.00,9561.00,115.00,0.024348931
2397,2492,31,Under 35,M,4660.00,4903.00,9563.00,243.00,0.052145923
1442,99517,29,Under 35,M,4600.00,4967.00,9567.00,367.00,0.079782609
1197,64119,20,Under 35,M,4648.00,4919.00,9567.00,271.00,0.058304647
1192,64068,32,Under 35,M,4502.00,5069.00,9571.00,567.00,0.125944025
992,60564,23,Under 35,M,4377.00,5194.00,9571.00,817.00,0.186657528
611,2130,37,35-39,M,4560.00,5015.00,9575.00,455.00,0.099780702
2059,97008,26,Under 35,M,4667.00,4908.00,9575.00,241.00,0.051639169
944,15367,33,Under 35,M,4785.00,4794.00,9579.00,9.00,0.001880878
2580,80305,32,Under 35,M,4718.00,4862.00,9580.00,144.00,0.030521407
1584,28803,40,40-44,M,4688.00,4892.00,9580.00,204.00,0.043515358
535,20001,24,Under 35,M,4540.00,5042.00,9582.00,502.00,0.110572687
1126,80919,42,40-44,M,4768.00,4815.00,9583.00,47.00,0.009857383
904,1075,36,35-39,M,4582.00,5004.00,9586.00,422.00,0.09209952
4574,91342,25,Under 35,M,4901.00,4685.00,9586.00,-216.00,-0.044072638
3878,20601,20,Under 35,M,4608.00,4981.00,9589.00,373.00,0.080946181
601,35222,35,35-39,M,4581.00,5009.00,9590.00,428.00,0.093429382
1582,22203,25,Under 35,M,4576.00,5015.00,9591.00,439.00,0.095935315
1926,56001,24,Under 35,M,4823.00,4768.00,9591.00,-55.00,-0.011403691
615,1351,35,35-39,M,4542.00,5054.00,9596.00,512.00,0.112725672
919,89146,53,50-54,M,4722.00,4875.00,9597.00,153.00,0.032401525
1885,56308,42,40-44,M,4714.00,4884.00,9598.00,170.00,0.036062792
5287,94024,37,35-39,M,4857.00,4741.00,9598.00,-116.00,-0.023883055
757,48309,25,Under 35,M,4794.00,4806.00,9600.00,12.00,0.002503129
247,60540,27,Under 35,M,4432.00,5168.00,9600.00,736.00,0.166064982
675,80918,27,Under 35,M,4635.00,4969.00,9604.00,334.00,0.07206041
1458,48167,20,Under 35,M,4591.00,5014.00,9605.00,423.00,0.092136789
953,94115,39,35-39,M,4736.00,4872.00,9608.00,136.00,0.028716216
1634,46140,18,Under 35,M,4670.00,4940.00,9610.00,270.00,0.057815846
2140,10024,26,Under 35,M,4831.00,4779.00,9610.00,-52.00,-0.010763817
1777,2356,28,Under 35,M,4669.00,4950.00,9619.00,281.00,0.060184194
506,96019,29,Under 35,M,4600.00,5020.00,9620.00,420.00,0.091304348
600,60654,30,Under 35,M,4835.00,4787.00,9622.00,-48.00,-0.009927611
138,2478,37,35-39,F,4753.00,4871.00,9624.00,118.00,0.024826425
4131,21204,20,Under 35,M,4765.00,4861.00,9626.00,96.00,0.020146905
867,2301,34,Under 35,M,4243.00,5385.00,9628.00,1142.00,0.269149187
136,98367,24,Under 35,F,4679.00,4949.00,9628.00,270.00,0.057704638
1075,22314,39,35-39,M,4630.00,4999.00,9629.00,369.00,0.079697624
2444,10010,25,Under 35,M,4796.00,4838.00,9634.00,42.00,0.008757298
353,2053,26,Under 35,M,4423.00,5211.00,9634.00,788.00,0.17815962
569,45140,24,Under 35,M,4563.00,5075.00,9638.00,512.00,0.112206881
676,23220,26,Under 35,M,4646.00,4993.00,9639.00,347.00,0.074687904
1221,84095,45,45-49,M,4852.00,4787.00,9639.00,-65.00,-0.013396538
394,80234,34,Under 35,M,4553.00,5088.00,9641.00,535.00,0.117504942
435,2215,28,Under 35,M,4409.00,5237.00,9646.00,828.00,0.187797687
1293,80134,39,35-39,M,4820.00,4827.00,9647.00,7.00,0.001452282
404,44130,34,Under 35,M,4602.00,5050.00,9652.00,448.00,0.097348979
3566,20009,29,Under 35,M,4780.00,4874.00,9654.00,94.00,0.019665272
401,10009,26,Under 35,M,4503.00,5151.00,9654.00,648.00,0.143904064
2173,98012,24,Under 35,M,4877.00,4780.00,9657.00,-97.00,-0.019889276
1782,70808,28,Under 35,M,4799.00,4858.00,9657.00,59.00,0.012294228
837,48103,40,40-44,M,4623.00,5034.00,9657.00,411.00,0.08890331
850,2135,29,Under 35,M,4695.00,4963.00,9658.00,268.00,0.057082002
687,27701,27,Under 35,M,4709.00,4949.00,9658.00,240.00,0.050966235
746,7027,30,Under 35,M,4663.00,4998.00,9661.00,335.00,0.071842162
1496,34202,39,35-39,M,4737.00,4924.00,9661.00,187.00,0.039476462
447,45209,31,Under 35,M,4640.00,5023.00,9663.00,383.00,0.082543103
920,46250,40,40-44,M,4788.00,4875.00,9663.00,87.00,0.018170426
965,20175,38,35-39,M,4553.00,5111.00,9664.00,558.00,0.122556556
285,97232,42,40-44,M,4573.00,5092.00,9665.00,519.00,0.113492237
563,2116,33,Under 35,M,4580.00,5087.00,9667.00,507.00,0.11069869
6548,11231,35,35-39,M,4789.00,4880.00,9669.00,91.00,0.019001879
1579,55413,32,Under 35,M,4667.00,5003.00,9670.00,336.00,0.071994858
771,48310,32,Under 35,M,4595.00,5076.00,9671.00,481.00,0.104678999
3286,44281,25,Under 35,M,4682.00,4989.00,9671.00,307.00,0.065570269
616,48867,25,Under 35,M,4752.00,4919.00,9671.00,167.00,0.035143098
1342,87375,23,Under 35,M,4773.00,4900.00,9673.00,127.00,0.026608003
1800,80110,39,35-39,M,4775.00,4899.00,9674.00,124.00,0.025968586
726,10019,32,Under 35,M,4621.00,5055.00,9676.00,434.00,0.093919065
943,48309,23,Under 35,M,4795.00,4881.00,9676.00,86.00,0.017935349
1386,91107,34,Under 35,M,4718.00,4963.00,9681.00,245.00,0.051928783
828,2138,22,Under 35,M,4653.00,5028.00,9681.00,375.00,0.080593166
437,48912,25,Under 35,M,4498.00,5185.00,9683.00,687.00,0.152734549
1785,7024,28,Under 35,M,4773.00,4912.00,9685.00,139.00,0.029122145
1218,97034,42,40-44,M,4670.00,5015.00,9685.00,345.00,0.073875803
787,13215,40,40-44,M,4732.00,4954.00,9686.00,222.00,0.046914624
1815,17011,47,45-49,M,4798.00,4890.00,9688.00,92.00,0.019174656
3447,7030,22,Under 35,M,4713.00,4976.00,9689.00,263.00,0.055803098
2488,94109,25,Under 35,M,4645.00,5046.00,9691.00,401.00,0.086329386
1778,22207,28,Under 35,M,4645.00,5046.00,9691.00,401.00,0.086329386
783,60657,25,Under 35,M,4599.00,5095.00,9694.00,496.00,0.107849533
2096,94114,34,Under 35,M,4911.00,4784.00,9695.00,-127.00,-0.025860314
2187,43614,24,Under 35,M,4822.00,4877.00,9699.00,55.00,0.011406056
1789,75214,34,Under 35,M,4816.00,4884.00,9700.00,68.00,0.014119601
393,2135,27,Under 35,M,4547.00,5154.00,9701.00,607.00,0.133494612
1371,30339,29,Under 35,M,4754.00,4947.00,9701.00,193.00,0.040597392
978,92024,28,Under 35,M,4662.00,5040.00,9702.00,378.00,0.081081081
1422,2114,31,Under 35,M,4761.00,4943.00,9704.00,182.00,0.038227263
1018,2648,43,40-44,M,4708.00,4997.00,9705.00,289.00,0.061384877
2135,27516,36,35-39,M,4749.00,4956.00,9705.00,207.00,0.043588124
578,19503,29,Under 35,M,4780.00,4926.00,9706.00,146.00,0.030543933
883,94947,37,35-39,M,4536.00,5171.00,9707.00,635.00,0.139991182
2890,14519,20,Under 35,M,4658.00,5049.00,9707.00,391.00,0.083941606
2057,10022,28,Under 35,M,4821.00,4888.00,9709.00,67.00,0.013897532
1396,80951,28,Under 35,M,4744.00,4970.00,9714.00,226.00,0.047639123
1766,84604,24,Under 35,M,4808.00,4906.00,9714.00,98.00,0.020382696
690,62901,25,Under 35,M,4355.00,5359.00,9714.00,1004.00,0.23053961
542,90814,41,40-44,M,4598.00,5116.00,9714.00,518.00,0.112657677
3262,2806,23,Under 35,M,4605.00,5115.00,9720.00,510.00,0.110749186
1376,8225,35,35-39,M,4766.00,4958.00,9724.00,192.00,0.040285355
7342,2468,46,45-49,M,4821.00,4906.00,9727.00,85.00,0.017631197
1512,2139,26,Under 35,M,4670.00,5057.00,9727.00,387.00,0.082869379
2792,55413,23,Under 35,M,4825.00,4903.00,9728.00,78.00,0.016165803
1454,7030,27,Under 35,M,4811.00,4917.00,9728.00,106.00,0.022032841
1178,80521,33,Under 35,M,4723.00,5005.00,9728.00,282.00,0.059707813
3567,90293,24,Under 35,M,4611.00,5119.00,9730.00,508.00,0.110171329
6412,2446,35,35-39,M,4772.00,4961.00,9733.00,189.00,0.039606035
1341,92663,23,Under 35,M,4619.00,5115.00,9734.00,496.00,0.10738255
1215,9012,26,Under 35,M,4423.00,5311.00,9734.00,888.00,0.200768709
2188,10024,32,Under 35,M,4780.00,4954.00,9734.00,174.00,0.036401674
710,82520,32,Under 35,M,4531.00,5204.00,9735.00,673.00,0.148532333
998,78401,40,40-44,M,4726.00,5009.00,9735.00,283.00,0.059881507
1886,11211,36,35-39,M,4581.00,5154.00,9735.00,573.00,0.12508186
824,94518,32,Under 35,M,4722.00,5014.00,9736.00,292.00,0.061838204
267,20120,35,35-39,M,4603.00,5134.00,9737.00,531.00,0.115359548
765,92122,27,Under 35,M,4563.00,5176.00,9739.00,613.00,0.134341442
1779,54601,28,Under 35,M,4687.00,5052.00,9739.00,365.00,0.077874973
762,11372,40,40-44,M,4721.00,5018.00,9739.00,297.00,0.0629104
596,2048,42,40-44,M,4548.00,5191.00,9739.00,643.00,0.141380827
2343,92673,43,40-44,M,4927.00,4815.00,9742.00,-112.00,-0.022731886
2864,10019,37,35-39,M,4808.00,4936.00,9744.00,128.00,0.026622296
4961,90403,29,Under 35,M,4821.00,4924.00,9745.00,103.00,0.021364862
788,2129,30,Under 35,M,4641.00,5104.00,9745.00,463.00,0.099762982
2771,22802,32,Under 35,M,4837.00,4909.00,9746.00,72.00,0.014885259
3350,15237,29,Under 35,M,4770.00,4977.00,9747.00,207.00,0.043396226
4212,28211,24,Under 35,M,4610.00,5137.00,9747.00,527.00,0.114316703
923,10019,37,35-39,M,4706.00,5041.00,9747.00,335.00,0.07118572
847,48336,26,Under 35,M,4508.00,5243.00,9751.00,735.00,0.163043478
1201,2132,36,35-39,M,4875.00,4876.00,9751.00,1.00,0.000205128
1722,10038,27,Under 35,M,4857.00,4896.00,9753.00,39.00,0.008029648
896,11421,48,45-49,M,4654.00,5101.00,9755.00,447.00,0.096046412
1196,20010,38,35-39,M,4737.00,5019.00,9756.00,282.00,0.059531349
618,2118,35,35-39,M,4573.00,5184.00,9757.00,611.00,0.133610321
2366,2141,28,Under 35,M,4737.00,5021.00,9758.00,284.00,0.059953557
2034,1827,39,35-39,M,4862.00,4897.00,9759.00,35.00,0.007198684
1483,80205,30,Under 35,M,4763.00,4996.00,9759.00,233.00,0.048918749
2050,1890,40,40-44,M,4821.00,4938.00,9759.00,117.00,0.024268824
509,2138,32,Under 35,M,4711.00,5050.00,9761.00,339.00,0.071959244
541,47304,27,Under 35,M,4467.00,5295.00,9762.00,828.00,0.185359302
2322,10002,26,Under 35,M,4644.00,5118.00,9762.00,474.00,0.102067183
2411,94110,43,40-44,M,4918.00,4845.00,9763.00,-73.00,-0.014843432
1528,98682,40,40-44,M,4767.00,4999.00,9766.00,232.00,0.048667925
1558,80841,19,Under 35,M,4697.00,5071.00,9768.00,374.00,0.079625293
2876,80516,37,35-39,M,4723.00,5045.00,9768.00,322.00,0.068177006
148,19103,25,Under 35,F,4738.00,5036.00,9774.00,298.00,0.062895737
148,19103,25,Under 35,F,7774.00,9859.00,17633.00,2085.00,0.268201698
2288,91702,32,Under 35,M,4898.00,4879.00,9777.00,-19.00,-0.003879134
679,10128,32,Under 35,M,4791.00,4988.00,9779.00,197.00,0.041118764
3191,92011,36,35-39,M,4831.00,4950.00,9781.00,119.00,0.024632581
1477,29902,36,35-39,M,4895.00,4887.00,9782.00,-8.00,-0.001634321
3496,94710,29,Under 35,M,4798.00,4986.00,9784.00,188.00,0.039182993
957,98103,36,35-39,M,4648.00,5137.00,9785.00,489.00,0.10520654
1882,92131,27,Under 35,M,4820.00,4966.00,9786.00,146.00,0.030290456
713,46706,27,Under 35,M,4608.00,5179.00,9787.00,571.00,0.123914931
686,44905,30,Under 35,M,4543.00,5245.00,9788.00,702.00,0.154523443
1497,94122,29,Under 35,M,4768.00,5022.00,9790.00,254.00,0.053271812
2263,20733,25,Under 35,M,4510.00,5280.00,9790.00,770.00,0.170731707
1908,94303,28,Under 35,M,4765.00,5026.00,9791.00,261.00,0.054774397
4416,80841,20,Under 35,M,4617.00,5174.00,9791.00,557.00,0.120641109
150,3038,28,Under 35,F,4727.00,5065.00,9792.00,338.00,0.071504125
150,3038,28,Under 35,F,6888.00,7570.00,14458.00,682.00,0.099012776
2988,23223,29,Under 35,M,4823.00,4970.00,9793.00,147.00,0.030478955
1164,85383,29,Under 35,M,4769.00,5026.00,9795.00,257.00,0.053889704
3205,55341,23,Under 35,M,4922.00,4875.00,9797.00,-47.00,-0.009548964
1838,10027,47,45-49,M,4741.00,5057.00,9798.00,316.00,0.066652605
4357,2482,47,45-49,M,4771.00,5027.00,9798.00,256.00,0.053657514
4673,20148,21,Under 35,M,4661.00,5137.00,9798.00,476.00,0.102124008
1701,68106,23,Under 35,M,4907.00,4893.00,9800.00,-14.00,-0.002853067
2281,57702,28,Under 35,M,4763.00,5037.00,9800.00,274.00,0.057526769
438,19085,34,Under 35,M,4507.00,5294.00,9801.00,787.00,0.174617262
3225,34202,36,35-39,M,4901.00,4901.00,9802.00,0.00,0
3630,43206,26,Under 35,M,4826.00,4977.00,9803.00,151.00,0.031288852
2405,49071,21,Under 35,M,4763.00,5041.00,9804.00,278.00,0.058366576
1155,94089,40,40-44,M,4853.00,4953.00,9806.00,100.00,0.020605811
283,44123,30,Under 35,M,4548.00,5258.00,9806.00,710.00,0.156112577
892,2332,28,Under 35,M,4708.00,5099.00,9807.00,391.00,0.083050127
639,53207,33,Under 35,M,4639.00,5170.00,9809.00,531.00,0.114464324
392,84106,27,Under 35,M,4473.00,5336.00,9809.00,863.00,0.19293539
753,83440,22,Under 35,M,4696.00,5113.00,9809.00,417.00,0.088798978
1162,80919,38,35-39,M,4923.00,4886.00,9809.00,-37.00,-0.007515742
862,80204,29,Under 35,M,4409.00,5401.00,9810.00,992.00,0.22499433
424,66044,46,45-49,M,4597.00,5215.00,9812.00,618.00,0.134435501
2699,43201,28,Under 35,M,4825.00,4988.00,9813.00,163.00,0.033782383
1233,47630,33,Under 35,M,4833.00,4981.00,9814.00,148.00,0.030622802
785,26753,39,35-39,M,4588.00,5226.00,9814.00,638.00,0.139058413
1771,90094,34,Under 35,M,4769.00,5048.00,9817.00,279.00,0.058502831
1142,60615,30,Under 35,M,4795.00,5023.00,9818.00,228.00,0.047549531
510,90042,30,Under 35,M,4540.00,5278.00,9818.00,738.00,0.162555066
1466,40059,28,Under 35,M,4835.00,4984.00,9819.00,149.00,0.03081696
922,60061,37,35-39,M,4850.00,4969.00,9819.00,119.00,0.024536082
870,80027,41,40-44,M,4827.00,4993.00,9820.00,166.00,0.03438989
2385,33157,21,Under 35,M,4689.00,5133.00,9822.00,444.00,0.094689699
736,46765,21,Under 35,M,4610.00,5212.00,9822.00,602.00,0.130585683
1711,46011,22,Under 35,M,4922.00,4901.00,9823.00,-21.00,-0.004266558
1118,33624,23,Under 35,M,4741.00,5083.00,9824.00,342.00,0.07213668
2566,52057,40,40-44,M,4914.00,4911.00,9825.00,-3.00,-0.000610501
2431,68102,28,Under 35,M,4762.00,5065.00,9827.00,303.00,0.063628727
572,2143,29,Under 35,M,4813.00,5015.00,9828.00,202.00,0.041969665
659,6107,30,Under 35,M,4611.00,5218.00,9829.00,607.00,0.131641726
1097,43215,25,Under 35,M,4874.00,4956.00,9830.00,82.00,0.016823964
270,97212,35,35-39,M,4328.00,5503.00,9831.00,1175.00,0.271487985
1721,92612,34,Under 35,M,4765.00,5066.00,9831.00,301.00,0.06316894
1027,60091,46,45-49,M,4783.00,5052.00,9835.00,269.00,0.056240853
1180,30097,24,Under 35,M,4656.00,5180.00,9836.00,524.00,0.112542955
3615,53901,29,Under 35,M,4793.00,5044.00,9837.00,251.00,0.052368037
1064,95126,33,Under 35,M,4576.00,5262.00,9838.00,686.00,0.149912587
2038,55416,29,Under 35,M,4822.00,5016.00,9838.00,194.00,0.040232269
941,37205,26,Under 35,M,4785.00,5053.00,9838.00,268.00,0.056008359
774,97202,19,Under 35,M,4715.00,5126.00,9841.00,411.00,0.087168611
1972,4106,39,35-39,M,4760.00,5082.00,9842.00,322.00,0.067647059
661,1602,27,Under 35,M,4560.00,5283.00,9843.00,723.00,0.158552632
1696,2472,40,40-44,M,4822.00,5021.00,9843.00,199.00,0.041269183
1131,17007,40,40-44,M,4795.00,5051.00,9846.00,256.00,0.053388947
1177,22302,40,40-44,M,4829.00,5017.00,9846.00,188.00,0.038931456
1081,68516,42,40-44,M,4781.00,5065.00,9846.00,284.00,0.059401799
1335,49684,41,40-44,M,4844.00,5003.00,9847.00,159.00,0.032824112
370,97003,40,40-44,M,4566.00,5281.00,9847.00,715.00,0.156592203
2518,27546,25,Under 35,M,4969.00,4879.00,9848.00,-90.00,-0.018112296
1171,33606,29,Under 35,M,4452.00,5397.00,9849.00,945.00,0.212264151
2561,98465,37,35-39,M,4691.00,5158.00,9849.00,467.00,0.099552334
1498,80841,22,Under 35,M,4963.00,4886.00,9849.00,-77.00,-0.01551481
2519,49534,31,Under 35,M,4718.00,5131.00,9849.00,413.00,0.087537092
413,48101,27,Under 35,M,4470.00,5380.00,9850.00,910.00,0.203579418
2011,94303,34,Under 35,M,4797.00,5053.00,9850.00,256.00,0.053366688
1716,55408,24,Under 35,M,4839.00,5013.00,9852.00,174.00,0.035957843
570,80021,28,Under 35,M,4675.00,5178.00,9853.00,503.00,0.107593583
842,3801,36,35-39,M,4653.00,5200.00,9853.00,547.00,0.117558564
1642,2140,30,Under 35,M,4905.00,4949.00,9854.00,44.00,0.008970438
362,2458,35,35-39,M,4622.00,5232.00,9854.00,610.00,0.131977499
1719,48098,34,Under 35,M,4826.00,5028.00,9854.00,202.00,0.04185661
1605,8036,20,Under 35,M,4748.00,5107.00,9855.00,359.00,0.075610783
2243,75206,29,Under 35,M,4667.00,5189.00,9856.00,522.00,0.111849154
2222,95818,42,40-44,M,4860.00,4996.00,9856.00,136.00,0.027983539
2276,94582,53,50-54,M,4860.00,4997.00,9857.00,137.00,0.0281893
4211,22202,31,Under 35,M,4715.00,5142.00,9857.00,427.00,0.090562036
856,8550,39,35-39,M,4665.00,5192.00,9857.00,527.00,0.112968917
1181,15211,25,Under 35,M,4689.00,5168.00,9857.00,479.00,0.102153977
2987,40205,28,Under 35,M,4862.00,4996.00,9858.00,134.00,0.027560675
2868,52246,34,Under 35,M,4679.00,5179.00,9858.00,500.00,0.10686044
3515,2135,42,40-44,M,4933.00,4929.00,9862.00,-4.00,-0.000810866
930,11716,34,Under 35,M,4711.00,5152.00,9863.00,441.00,0.093610698
2924,60439,32,Under 35,M,4799.00,5065.00,9864.00,266.00,0.055428214
1672,48105,24,Under 35,M,4844.00,5022.00,9866.00,178.00,0.036746491
3469,2120,21,Under 35,M,4885.00,4982.00,9867.00,97.00,0.019856704
540,10023,27,Under 35,M,4696.00,5174.00,9870.00,478.00,0.101788756
531,96819,42,40-44,M,4677.00,5194.00,9871.00,517.00,0.110540945
1461,94107,35,35-39,M,4640.00,5233.00,9873.00,593.00,0.127801724
459,33118,23,Under 35,M,4874.00,5000.00,9874.00,126.00,0.025851457
792,22193,32,Under 35,M,4541.00,5334.00,9875.00,793.00,0.174631139
156,45419,34,Under 35,F,4862.00,5017.00,9879.00,155.00,0.031879885
156,45419,34,Under 35,F,6531.00,6746.00,13277.00,215.00,0.03291992
3883,20171,29,Under 35,M,4886.00,4995.00,9881.00,109.00,0.022308637
677,21412,21,Under 35,M,4657.00,5225.00,9882.00,568.00,0.121966932
3854,37209,31,Under 35,F,4820.00,5062.00,9882.00,242.00,0.050207469
1115,19103,24,Under 35,M,4655.00,5228.00,9883.00,573.00,0.123093448
1976,53711,24,Under 35,M,4656.00,5228.00,9884.00,572.00,0.122852234
1094,85284,41,40-44,M,4650.00,5235.00,9885.00,585.00,0.125806452
552,97333,33,Under 35,M,4499.00,5387.00,9886.00,888.00,0.197377195
1883,10012,27,Under 35,M,4757.00,5129.00,9886.00,372.00,0.078200547
1169,4043,45,45-49,M,4833.00,5055.00,9888.00,222.00,0.045934202
455,2143,32,Under 35,M,4321.00,5569.00,9890.00,1248.00,0.288822032
4429,10012,27,Under 35,F,4948.00,4942.00,9890.00,-6.00,-0.001212611
1678,2906,42,40-44,M,4855.00,5035.00,9890.00,180.00,0.03707518
142,27701,34,Under 35,F,4869.00,5021.00,9890.00,152.00,0.031217909
3116,34787,37,35-39,M,4919.00,4972.00,9891.00,53.00,0.010774548
1250,4011,45,45-49,M,4711.00,5180.00,9891.00,469.00,0.099554235
2344,4401,38,35-39,M,4887.00,5007.00,9894.00,120.00,0.024554942
2161,28208,29,Under 35,M,4819.00,5076.00,9895.00,257.00,0.053330567
2379,48820,35,35-39,M,4865.00,5030.00,9895.00,165.00,0.033915725
402,10016,28,Under 35,M,4666.00,5230.00,9896.00,564.00,0.120874411
158,1772,36,35-39,F,4809.00,5092.00,9901.00,283.00,0.058847993
272,2134,32,Under 35,M,4494.00,5410.00,9904.00,916.00,0.203827325
3349,63049,20,Under 35,M,4733.00,5173.00,9906.00,440.00,0.092964293
2649,92109,23,Under 35,M,4911.00,4996.00,9907.00,85.00,0.017308084
1677,3303,30,Under 35,M,4733.00,5175.00,9908.00,442.00,0.093386858
898,81501,25,Under 35,M,4721.00,5187.00,9908.00,466.00,0.098707901
1858,1748,33,Under 35,M,4855.00,5056.00,9911.00,201.00,0.041400618
910,37412,36,35-39,M,4656.00,5257.00,9913.00,601.00,0.129080756
1679,13214,42,40-44,M,4943.00,4971.00,9914.00,28.00,0.005664576
3562,78255,37,35-39,M,4912.00,5003.00,9915.00,91.00,0.018526059
2271,55441,40,40-44,M,4856.00,5060.00,9916.00,204.00,0.042009885
145,2108,31,Under 35,F,4732.00,5185.00,9917.00,453.00,0.095731192
145,2108,31,Under 35,F,7068.00,9102.00,16170.00,2034.00,0.287775891
642,21401,35,35-39,M,4522.00,5396.00,9918.00,874.00,0.193277311
5327,84326,28,Under 35,F,4979.00,4940.00,9919.00,-39.00,-0.007832898
26778,2143,30,Under 35,M,4614.00,5308.00,9922.00,694.00,0.15041179
1749,55406,59,55-59,M,4881.00,5044.00,9925.00,163.00,0.033394796
1999,11432,49,45-49,M,4506.00,5422.00,9928.00,916.00,0.20328451
3090,84403,41,40-44,M,4800.00,5130.00,9930.00,330.00,0.06875
2092,1510,36,35-39,M,4663.00,5267.00,9930.00,604.00,0.129530345
4659,80526,34,Under 35,M,4976.00,4955.00,9931.00,-21.00,-0.004220257
538,53562,45,45-49,M,4650.00,5282.00,9932.00,632.00,0.135913978
1049,4463,52,50-54,M,4701.00,5233.00,9934.00,532.00,0.113167411
2726,1520,34,Under 35,M,4811.00,5123.00,9934.00,312.00,0.064851382
3633,6078,21,Under 35,M,4925.00,5011.00,9936.00,86.00,0.017461929
4400,33182,42,40-44,M,4952.00,4985.00,9937.00,33.00,0.006663974
4983,80524,39,35-39,M,4782.00,5156.00,9938.00,374.00,0.078209954
458,15650,36,35-39,M,5006.00,4932.00,9938.00,-74.00,-0.014782261
4591,82601,34,Under 35,M,4882.00,5056.00,9938.00,174.00,0.035641131
5192,65804,39,35-39,M,4829.00,5109.00,9938.00,280.00,0.057983019
4302,65606,31,Under 35,M,4903.00,5036.00,9939.00,133.00,0.027126249
2631,80924,53,50-54,M,4901.00,5039.00,9940.00,138.00,0.028157519
4572,7730,33,Under 35,M,4594.00,5347.00,9941.00,753.00,0.163909447
4401,48103,37,35-39,M,4944.00,4997.00,9941.00,53.00,0.010720065
2362,21202,29,Under 35,M,4835.00,5110.00,9945.00,275.00,0.056876939
2715,21230,27,Under 35,M,4987.00,4959.00,9946.00,-28.00,-0.005614598
1204,81620,48,45-49,M,4829.00,5119.00,9948.00,290.00,0.060053841
2523,27215,36,35-39,M,4903.00,5046.00,9949.00,143.00,0.029165817
1824,11238,30,Under 35,M,4915.00,5035.00,9950.00,120.00,0.024415056
482,75214,24,Under 35,M,4443.00,5508.00,9951.00,1065.00,0.239702903
628,48067,26,Under 35,M,4707.00,5244.00,9951.00,537.00,0.114085405
1522,98847,26,Under 35,M,4854.00,5098.00,9952.00,244.00,0.05026782
1986,86001,40,40-44,M,4862.00,5090.00,9952.00,228.00,0.046894282
446,2130,24,Under 35,M,4666.00,5290.00,9956.00,624.00,0.13373339
2673,55112,28,Under 35,M,4958.00,4998.00,9956.00,40.00,0.008067769
808,2129,27,Under 35,M,4516.00,5442.00,9958.00,926.00,0.205048716
4756,68102,23,Under 35,M,4968.00,4991.00,9959.00,23.00,0.00462963
1573,98199,36,35-39,M,4873.00,5086.00,9959.00,213.00,0.04371024
2451,30269,19,Under 35,M,4786.00,5174.00,9960.00,388.00,0.081069787
610,94117,28,Under 35,M,4509.00,5451.00,9960.00,942.00,0.208915502
1078,1984,38,35-39,M,4819.00,5142.00,9961.00,323.00,0.067026354
1343,34715,41,40-44,M,4771.00,5193.00,9964.00,422.00,0.088451058
715,94965,35,35-39,M,4868.00,5097.00,9965.00,229.00,0.047041906
2664,45203,38,35-39,M,4928.00,5039.00,9967.00,111.00,0.022524351
3595,78704,29,Under 35,F,5059.00,4910.00,9969.00,-149.00,-0.029452461
983,68132,20,Under 35,M,4309.00,5663.00,9972.00,1354.00,0.314226039
1355,21046,31,Under 35,M,4909.00,5066.00,9975.00,157.00,0.031982074
2184,55346,35,35-39,M,4895.00,5084.00,9979.00,189.00,0.038610827
1292,11702,28,Under 35,M,4771.00,5208.00,9979.00,437.00,0.091595053
817,2472,33,Under 35,M,5043.00,4937.00,9980.00,-106.00,-0.021019235
1950,78526,33,Under 35,M,4796.00,5186.00,9982.00,390.00,0.081317765
3458,64123,34,Under 35,M,4984.00,4999.00,9983.00,15.00,0.003009631
2803,10001,40,40-44,M,4940.00,5043.00,9983.00,103.00,0.020850202
