Bib,Zip,Age,Age Group,Gender,First Half,Second Half,Finish,Positive Split,Percent Change
26919,28036,50,50-54,M,7213.00,8861.00,16074.00,1648.00,0.228476362
23585,2135,70,70-74,F,7461.00,8613.00,16074.00,1152.00,0.154402895
27508,2632,27,Under 35,M,7100.00,8974.00,16074.00,1874.00,0.263943662
24510,22207,51,50-54,M,7730.00,8347.00,16077.00,617.00,0.079818887
21961,23235,54,50-54,F,7961.00,8116.00,16077.00,155.00,0.019469916
24226,1740,18,Under 35,F,7291.00,8786.00,16077.00,1495.00,0.205047319
26598,1742,21,Under 35,M,6776.00,9302.00,16078.00,2526.00,0.372786305
25357,2127,25,Under 35,F,7956.00,8123.00,16079.00,167.00,0.020990447
19189,95377,64,60-64,M,7064.00,9016.00,16080.00,1952.00,0.276330691
24468,2155,24,Under 35,M,7811.00,8269.00,16080.00,458.00,0.058635258
21698,95131,51,50-54,F,7679.00,8401.00,16080.00,722.00,0.094022659
26134,3062,30,Under 35,F,7368.00,8715.00,16083.00,1347.00,0.18281759
21820,55420,65,65-69,M,6677.00,9406.00,16083.00,2729.00,0.408716489
29904,1810,49,45-49,F,7643.00,8441.00,16084.00,798.00,0.104409263
15898,94024,57,55-59,F,7246.00,8839.00,16085.00,1593.00,0.219845432
20502,44126,45,45-49,F,7139.00,8946.00,16085.00,1807.00,0.253116683
25969,2143,44,40-44,M,7155.00,8930.00,16085.00,1775.00,0.248078267
24710,2127,33,Under 35,M,7222.00,8864.00,16086.00,1642.00,0.227360842
23486,15217,61,60-64,F,7446.00,8640.00,16086.00,1194.00,0.160354553
8563,2905,46,45-49,M,7592.00,8495.00,16087.00,903.00,0.118940991
25074,1772,27,Under 35,F,7936.00,8152.00,16088.00,216.00,0.027217742
27690,11249,44,40-44,M,7475.00,8614.00,16089.00,1139.00,0.152374582
22509,77546,65,65-69,M,7264.00,8825.00,16089.00,1561.00,0.214895374
30240,2114,35,35-39,M,7592.00,8497.00,16089.00,905.00,0.119204426
22978,6883,65,65-69,M,7493.00,8597.00,16090.00,1104.00,0.147337515
25062,1906,25,Under 35,M,7196.00,8895.00,16091.00,1699.00,0.236103391
24904,2127,27,Under 35,F,7191.00,8900.00,16091.00,1709.00,0.237658184
24900,2127,27,Under 35,F,7191.00,8900.00,16091.00,1709.00,0.237658184
28153,1702,50,50-54,F,7685.00,8407.00,16092.00,722.00,0.093949252
18262,54880,40,40-44,F,7093.00,9003.00,16096.00,1910.00,0.269279571
25004,2375,36,35-39,F,7896.00,8200.00,16096.00,304.00,0.038500507
28189,2703,54,50-54,M,7305.00,8791.00,16096.00,1486.00,0.203422313
28682,2124,34,Under 35,M,7019.00,9078.00,16097.00,2059.00,0.293346631
20682,54701,52,50-54,F,7461.00,8636.00,16097.00,1175.00,0.157485592
10928,8558,44,40-44,F,7306.00,8791.00,16097.00,1485.00,0.203257596
11875,50158,48,45-49,M,6647.00,9450.00,16097.00,2803.00,0.421693997
8879,50247,41,40-44,M,6647.00,9450.00,16097.00,2803.00,0.421693997
25508,2113,24,Under 35,F,7381.00,8717.00,16098.00,1336.00,0.181005284
15886,7452,58,55-59,F,7054.00,9045.00,16099.00,1991.00,0.282251205
29376,1520,41,40-44,F,7969.00,8130.00,16099.00,161.00,0.020203288
29436,78759,46,45-49,M,6826.00,9274.00,16100.00,2448.00,0.358628772
28587,8759,46,45-49,M,7198.00,8903.00,16101.00,1705.00,0.236871353
26697,10013,23,Under 35,F,7369.00,8732.00,16101.00,1363.00,0.184964039
29233,1803,37,35-39,F,7471.00,8632.00,16103.00,1161.00,0.155400883
23080,60546,68,65-69,M,7586.00,8518.00,16104.00,932.00,0.122857896
24895,40108,36,35-39,M,6909.00,9197.00,16106.00,2288.00,0.331162252
20140,3867,45,45-49,F,7482.00,8625.00,16107.00,1143.00,0.15276664
27480,2043,51,50-54,M,7876.00,8231.00,16107.00,355.00,0.045073641
24276,2215,48,45-49,M,6581.00,9526.00,16107.00,2945.00,0.44750038
16041,34219,28,Under 35,F,6802.00,9306.00,16108.00,2504.00,0.368127021
25016,1876,54,50-54,M,7204.00,8905.00,16109.00,1701.00,0.236118823
23447,17011,60,60-64,F,7208.00,8902.00,16110.00,1694.00,0.235016648
28315,10010,25,Under 35,F,8054.00,8057.00,16111.00,3.00,0.000372486
22585,43035,58,55-59,F,7945.00,8168.00,16113.00,223.00,0.028067967
22577,19146,55,55-59,F,7945.00,8168.00,16113.00,223.00,0.028067967
28996,1983,43,40-44,M,7270.00,8845.00,16115.00,1575.00,0.216643741
23131,18102,64,60-64,F,7309.00,8807.00,16116.00,1498.00,0.204952798
12345,2138,55,55-59,F,7594.00,8524.00,16118.00,930.00,0.122465104
15221,37128,37,35-39,F,6811.00,9308.00,16119.00,2497.00,0.366612832
23264,19087,72,70-74,M,7786.00,8333.00,16119.00,547.00,0.070254303
26943,28078,39,35-39,M,6976.00,9143.00,16119.00,2167.00,0.310636468
20606,57110,45,45-49,F,7477.00,8644.00,16121.00,1167.00,0.156078641
20275,78749,46,45-49,F,7671.00,8451.00,16122.00,780.00,0.101681658
29528,2635,27,Under 35,M,7231.00,8893.00,16124.00,1662.00,0.229843728
29510,2127,29,Under 35,M,7561.00,8565.00,16126.00,1004.00,0.132786668
15927,29928,67,65-69,F,7677.00,8449.00,16126.00,772.00,0.100560115
19886,48363,52,50-54,F,7026.00,9100.00,16126.00,2074.00,0.295189297
29551,2152,34,Under 35,F,7721.00,8405.00,16126.00,684.00,0.088589561
30379,84317,31,Under 35,M,7778.00,8349.00,16127.00,571.00,0.073412188
15918,37204,60,60-64,F,7435.00,8693.00,16128.00,1258.00,0.169199731
19533,10010,43,40-44,F,7473.00,8656.00,16129.00,1183.00,0.158303225
20667,10040,56,55-59,F,6820.00,9309.00,16129.00,2489.00,0.364956012
23389,92027,62,60-64,F,7756.00,8374.00,16130.00,618.00,0.079680248
17055,64058,54,50-54,F,6920.00,9212.00,16132.00,2292.00,0.331213873
19128,12571,62,60-64,M,7205.00,8927.00,16132.00,1722.00,0.239000694
20188,17404,47,45-49,F,6876.00,9256.00,16132.00,2380.00,0.346131472
18081,80503,40,40-44,F,6266.00,9866.00,16132.00,3600.00,0.574529205
29640,32246,44,40-44,M,7769.00,8364.00,16133.00,595.00,0.076586433
28263,2132,55,55-59,M,6916.00,9217.00,16133.00,2301.00,0.332706767
28385,90802,29,Under 35,F,7590.00,8546.00,16136.00,956.00,0.125955204
21088,97862,56,55-59,F,6770.00,9368.00,16138.00,2598.00,0.383751846
24329,10007,33,Under 35,M,7496.00,8643.00,16139.00,1147.00,0.153014941
30025,2114,50,50-54,M,7312.00,8827.00,16139.00,1515.00,0.207193654
23655,94501,65,65-69,F,7631.00,8509.00,16140.00,878.00,0.115057004
23654,97068,66,65-69,F,7631.00,8509.00,16140.00,878.00,0.115057004
22093,80015,67,65-69,M,6660.00,9481.00,16141.00,2821.00,0.423573574
23247,29928,66,65-69,M,7583.00,8561.00,16144.00,978.00,0.128972702
12131,10014,55,55-59,M,6436.00,9709.00,16145.00,3273.00,0.508545681
29644,2445,43,40-44,F,7427.00,8718.00,16145.00,1291.00,0.173825232
29328,30076,41,40-44,M,7167.00,8979.00,16146.00,1812.00,0.25282545
22162,54904,55,55-59,F,7394.00,8752.00,16146.00,1358.00,0.183662429
28169,1867,24,Under 35,F,8057.00,8090.00,16147.00,33.00,0.004095817
24348,2115,33,Under 35,M,6863.00,9285.00,16148.00,2422.00,0.352906892
27512,92675,54,50-54,M,6763.00,9385.00,16148.00,2622.00,0.387697767
28642,1886,39,35-39,F,7644.00,8504.00,16148.00,860.00,0.112506541
22748,22205,67,65-69,M,6943.00,9205.00,16148.00,2262.00,0.325795766
30470,49007,30,Under 35,M,7346.00,8803.00,16149.00,1457.00,0.198339232
21901,17111,67,65-69,M,7187.00,8962.00,16149.00,1775.00,0.246973703
21665,3051,53,50-54,F,6903.00,9247.00,16150.00,2344.00,0.339562509
23641,96754,67,65-69,F,7526.00,8624.00,16150.00,1098.00,0.145894233
21824,92602,51,50-54,F,6946.00,9205.00,16151.00,2259.00,0.32522315
30385,1854,39,35-39,F,6950.00,9201.00,16151.00,2251.00,0.323884892
21125,10583,61,60-64,M,7243.00,8908.00,16151.00,1665.00,0.229877123
27756,1605,35,35-39,F,7967.00,8186.00,16153.00,219.00,0.02748839
23089,12110,57,55-59,F,7442.00,8711.00,16153.00,1269.00,0.170518678
28104,2445,29,Under 35,F,7850.00,8303.00,16153.00,453.00,0.057707006
24713,2135,29,Under 35,M,7155.00,8998.00,16153.00,1843.00,0.25758211
24117,10004,31,Under 35,F,7137.00,9017.00,16154.00,1880.00,0.263416001
27730,2129,31,Under 35,F,7689.00,8465.00,16154.00,776.00,0.100923397
25883,1890,33,Under 35,M,7437.00,8717.00,16154.00,1280.00,0.172112411
22250,60559,72,70-74,M,7248.00,8907.00,16155.00,1659.00,0.228890728
20912,49315,45,45-49,F,7594.00,8564.00,16158.00,970.00,0.12773242
13254,6763,40,40-44,F,5982.00,10177.00,16159.00,4195.00,0.701270478
22584,55051,57,55-59,F,7523.00,8638.00,16161.00,1115.00,0.148212149
23448,48430,70,70-74,F,7335.00,8828.00,16163.00,1493.00,0.203544649
22689,75036,65,65-69,M,7401.00,8762.00,16163.00,1361.00,0.183894068
30410,3053,44,40-44,M,7727.00,8436.00,16163.00,709.00,0.09175618
22939,1985,56,55-59,F,7083.00,9080.00,16163.00,1997.00,0.28194268
25128,7940,53,50-54,F,6967.00,9196.00,16163.00,2229.00,0.319936845
25725,2116,40,40-44,M,7583.00,8581.00,16164.00,998.00,0.131610181
29795,2131,45,45-49,M,6493.00,9672.00,16165.00,3179.00,0.489604189
25431,2127,25,Under 35,M,7588.00,8577.00,16165.00,989.00,0.130337375
20788,44720,65,65-69,M,6431.00,9736.00,16167.00,3305.00,0.513916965
26270,6385,24,Under 35,F,7133.00,9034.00,16167.00,1901.00,0.266507781
17123,43081,38,35-39,F,7645.00,8522.00,16167.00,877.00,0.1147155
30443,2043,26,Under 35,M,7208.00,8959.00,16167.00,1751.00,0.242924528
27708,11705,37,35-39,F,7438.00,8730.00,16168.00,1292.00,0.173702608
25851,2127,25,Under 35,F,7030.00,9138.00,16168.00,2108.00,0.299857752
25049,1545,26,Under 35,F,7443.00,8725.00,16168.00,1282.00,0.172242375
10793,84009,45,45-49,F,7093.00,9077.00,16170.00,1984.00,0.279712392
25993,3909,37,35-39,M,7402.00,8768.00,16170.00,1366.00,0.184544718
23035,1810,64,60-64,F,7630.00,8541.00,16171.00,911.00,0.119397117
19536,45241,58,55-59,F,7308.00,8863.00,16171.00,1555.00,0.212780515
16412,2148,28,Under 35,M,6282.00,9891.00,16173.00,3609.00,0.574498567
24318,19335,34,Under 35,F,7745.00,8429.00,16174.00,684.00,0.088315042
30073,2152,33,Under 35,M,7341.00,8834.00,16175.00,1493.00,0.203378286
24985,14424,39,35-39,F,7469.00,8706.00,16175.00,1237.00,0.165617887
18706,77073,60,60-64,F,7054.00,9121.00,16175.00,2067.00,0.293025234
29730,2445,38,35-39,M,7889.00,8287.00,16176.00,398.00,0.050449994
22201,1748,59,55-59,F,7190.00,8986.00,16176.00,1796.00,0.249791377
30675,2035,23,Under 35,F,7886.00,8293.00,16179.00,407.00,0.051610449
6704,76109,35,35-39,M,7870.00,8310.00,16180.00,440.00,0.055908513
21492,75218,47,45-49,F,7156.00,9026.00,16182.00,1870.00,0.261319173
26823,3281,43,40-44,F,8091.00,8091.00,16182.00,0.00,0
24790,2151,31,Under 35,F,7461.00,8721.00,16182.00,1260.00,0.168878166
26476,2919,33,Under 35,F,7068.00,9115.00,16183.00,2047.00,0.289615167
18122,2144,31,Under 35,F,6356.00,9829.00,16185.00,3473.00,0.546412838
22448,55359,66,65-69,M,7271.00,8914.00,16185.00,1643.00,0.225966167
26412,4105,31,Under 35,M,7309.00,8876.00,16185.00,1567.00,0.214393214
22846,6890,66,65-69,F,7258.00,8927.00,16185.00,1669.00,0.229953155
25894,2920,27,Under 35,F,7183.00,9003.00,16186.00,1820.00,0.253376027
21791,6073,50,50-54,F,6813.00,9373.00,16186.00,2560.00,0.375752238
18568,34952,43,40-44,F,7919.00,8270.00,16189.00,351.00,0.044323778
24301,2127,31,Under 35,M,7531.00,8660.00,16191.00,1129.00,0.14991369
26956,12866,44,40-44,M,8178.00,8015.00,16193.00,-163.00,-0.019931524
26022,1940,27,Under 35,F,7383.00,8810.00,16193.00,1427.00,0.193281864
25197,1907,52,50-54,M,7158.00,9036.00,16194.00,1878.00,0.262363789
19024,98039,40,40-44,F,7774.00,8421.00,16195.00,647.00,0.083226138
19781,22207,60,60-64,M,7463.00,8732.00,16195.00,1269.00,0.170038858
26833,80902,35,35-39,F,7624.00,8571.00,16195.00,947.00,0.124213012
26761,89135,41,40-44,F,7763.00,8433.00,16196.00,670.00,0.08630684
25121,48864,45,45-49,F,7125.00,9072.00,16197.00,1947.00,0.273263158
25497,2186,22,Under 35,M,7641.00,8556.00,16197.00,915.00,0.119748724
24168,2458,37,35-39,F,7183.00,9015.00,16198.00,1832.00,0.255046638
23139,22039,60,60-64,F,7947.00,8251.00,16198.00,304.00,0.038253429
23505,76137,62,60-64,F,7687.00,8511.00,16198.00,824.00,0.107193964
29182,1760,26,Under 35,F,7547.00,8653.00,16200.00,1106.00,0.146548297
25372,2118,29,Under 35,F,7315.00,8887.00,16202.00,1572.00,0.214900889
24467,4538,49,45-49,M,7475.00,8728.00,16203.00,1253.00,0.167625418
27754,20190,51,50-54,M,7677.00,8526.00,16203.00,849.00,0.110590074
30350,80550,33,Under 35,F,7579.00,8625.00,16204.00,1046.00,0.13801293
20863,77008,62,60-64,M,6753.00,9451.00,16204.00,2698.00,0.399526137
22805,2186,65,65-69,M,7174.00,9031.00,16205.00,1857.00,0.258851408
20137,1545,45,45-49,F,7252.00,8954.00,16206.00,1702.00,0.234693878
21246,85027,48,45-49,F,7436.00,8771.00,16207.00,1335.00,0.179532006
22933,85022,55,55-59,F,7600.00,8607.00,16207.00,1007.00,0.1325
28949,1915,35,35-39,M,7261.00,8946.00,16207.00,1685.00,0.232061699
26802,2144,21,Under 35,F,7823.00,8385.00,16208.00,562.00,0.071839448
24174,7079,43,40-44,M,7696.00,8514.00,16210.00,818.00,0.106288981
19683,89103,53,50-54,F,7329.00,8881.00,16210.00,1552.00,0.211761495
17896,98375,51,50-54,F,7513.00,8697.00,16210.00,1184.00,0.157593505
27075,10036,26,Under 35,M,7539.00,8671.00,16210.00,1132.00,0.15015254
19680,89103,60,60-64,M,7329.00,8881.00,16210.00,1552.00,0.211761495
7753,78207,39,35-39,M,7482.00,8731.00,16213.00,1249.00,0.166933975
22355,77385,56,55-59,F,7324.00,8890.00,16214.00,1566.00,0.213817586
29487,1588,48,45-49,M,7700.00,8515.00,16215.00,815.00,0.105844156
26248,92056,32,Under 35,F,8109.00,8107.00,16216.00,-2.00,-0.00024664
28684,2122,40,40-44,F,7049.00,9167.00,16216.00,2118.00,0.300468152
19796,97219,45,45-49,F,8110.00,8106.00,16216.00,-4.00,-0.000493218
28172,3826,37,35-39,M,7245.00,8973.00,16218.00,1728.00,0.238509317
23615,92651,68,65-69,F,7499.00,8720.00,16219.00,1221.00,0.16282171
23514,98116,64,60-64,F,7669.00,8551.00,16220.00,882.00,0.115008476
26868,94123,49,45-49,M,7145.00,9075.00,16220.00,1930.00,0.270118964
28114,2120,23,Under 35,F,8041.00,8181.00,16222.00,140.00,0.01741077
21371,98248,62,60-64,M,7038.00,9185.00,16223.00,2147.00,0.305058255
17116,66062,55,55-59,M,7628.00,8595.00,16223.00,967.00,0.126769795
27707,80906,32,Under 35,M,7052.00,9171.00,16223.00,2119.00,0.300482133
20831,66771,60,60-64,M,6492.00,9733.00,16225.00,3241.00,0.499229821
848,2472,32,Under 35,M,9952.00,6275.00,16227.00,-3677.00,-0.369473473
20848,32223,66,65-69,M,7360.00,8868.00,16228.00,1508.00,0.204891304
22807,6840,63,60-64,F,7467.00,8761.00,16228.00,1294.00,0.173295835
16621,78221,59,55-59,M,7482.00,8746.00,16228.00,1264.00,0.168938786
17760,93730,44,40-44,F,6789.00,9439.00,16228.00,2650.00,0.39033731
23509,90020,81,80 and Over,M,7504.00,8726.00,16230.00,1222.00,0.162846482
20004,44313,48,45-49,F,7524.00,8708.00,16232.00,1184.00,0.157363105
29258,11105,28,Under 35,M,7390.00,8842.00,16232.00,1452.00,0.196481732
29414,2021,38,35-39,F,7499.00,8733.00,16232.00,1234.00,0.164555274
16760,2668,48,45-49,F,6893.00,9340.00,16233.00,2447.00,0.354997824
20389,48067,61,60-64,M,6965.00,9268.00,16233.00,2303.00,0.330653266
25348,10014,24,Under 35,F,7702.00,8531.00,16233.00,829.00,0.107634381
22803,10547,62,60-64,F,7545.00,8688.00,16233.00,1143.00,0.151491054
21056,60126,52,50-54,F,7165.00,9069.00,16234.00,1904.00,0.265736218
29522,1590,27,Under 35,M,7592.00,8642.00,16234.00,1050.00,0.138303477
25599,1450,41,40-44,F,7545.00,8690.00,16235.00,1145.00,0.15175613
25548,2127,24,Under 35,F,7643.00,8592.00,16235.00,949.00,0.124165903
23100,13074,68,65-69,M,7108.00,9128.00,16236.00,2020.00,0.284186832
15580,95448,29,Under 35,F,7643.00,8593.00,16236.00,950.00,0.124296742
26568,2493,47,45-49,M,8291.00,7946.00,16237.00,-345.00,-0.041611386
21439,75209,63,60-64,M,7074.00,9163.00,16237.00,2089.00,0.295306757
23182,93451,62,60-64,F,7654.00,8583.00,16237.00,929.00,0.121374445
29388,1089,42,40-44,M,7563.00,8674.00,16237.00,1111.00,0.146899379
9997,20015,45,45-49,F,7384.00,8854.00,16238.00,1470.00,0.19907909
9998,85016,31,Under 35,M,7385.00,8853.00,16238.00,1468.00,0.198781313
9991,85254,47,45-49,F,7385.00,8853.00,16238.00,1468.00,0.198781313
28616,1821,36,35-39,F,8024.00,8215.00,16239.00,191.00,0.023803589
28830,1748,48,45-49,M,7578.00,8661.00,16239.00,1083.00,0.142913698
15548,49506,37,35-39,M,7816.00,8425.00,16241.00,609.00,0.077917093
21002,92602,48,45-49,F,7728.00,8514.00,16242.00,786.00,0.101708075
18955,60185,58,55-59,M,7481.00,8763.00,16244.00,1282.00,0.171367464
17218,44039,56,55-59,M,7197.00,9047.00,16244.00,1850.00,0.257051549
23411,80011,70,70-74,M,7218.00,9026.00,16244.00,1808.00,0.250484899
22966,60185,55,55-59,F,7481.00,8763.00,16244.00,1282.00,0.171367464
22426,6492,57,55-59,F,7529.00,8715.00,16244.00,1186.00,0.15752424
28041,2151,53,50-54,M,7464.00,8781.00,16245.00,1317.00,0.176446945
21340,2090,49,45-49,F,6817.00,9430.00,16247.00,2613.00,0.38330644
22344,95746,57,55-59,F,7195.00,9053.00,16248.00,1858.00,0.258234885
18036,38104,47,45-49,F,7459.00,8790.00,16249.00,1331.00,0.17844215
24412,23238,22,Under 35,F,8114.00,8138.00,16252.00,24.00,0.002957851
14516,19046,38,35-39,F,6405.00,9847.00,16252.00,3442.00,0.537392662
27463,76107,43,40-44,F,7252.00,9000.00,16252.00,1748.00,0.241036955
27240,11249,26,Under 35,F,7931.00,8322.00,16253.00,391.00,0.049300214
25528,1720,33,Under 35,F,7325.00,8928.00,16253.00,1603.00,0.21883959
24801,2090,38,35-39,M,7575.00,8679.00,16254.00,1104.00,0.145742574
18606,53705,40,40-44,F,6341.00,9913.00,16254.00,3572.00,0.563318089
25768,2467,33,Under 35,F,7865.00,8390.00,16255.00,525.00,0.06675143
23071,21044,57,55-59,F,7313.00,8942.00,16255.00,1629.00,0.222754
27367,10601,55,55-59,M,7861.00,8395.00,16256.00,534.00,0.067930289
25675,1602,20,Under 35,F,7996.00,8262.00,16258.00,266.00,0.033266633
24624,1945,22,Under 35,F,7678.00,8580.00,16258.00,902.00,0.11747851
28430,1864,23,Under 35,F,7678.00,8581.00,16259.00,903.00,0.117608752
28543,2043,38,35-39,M,7488.00,8771.00,16259.00,1283.00,0.171340812
11641,40206,26,Under 35,F,5798.00,10464.00,16262.00,4666.00,0.804760262
17519,1907,40,40-44,F,6585.00,9678.00,16263.00,3093.00,0.469703872
25901,77079,51,50-54,M,7438.00,8825.00,16263.00,1387.00,0.186474859
25198,1852,36,35-39,M,7382.00,8883.00,16265.00,1501.00,0.20333243
20447,46383,67,65-69,M,6724.00,9541.00,16265.00,2817.00,0.418947055
22946,43551,59,55-59,F,7125.00,9143.00,16268.00,2018.00,0.28322807
19444,60643,41,40-44,F,6984.00,9285.00,16269.00,2301.00,0.329467354
29894,2466,49,45-49,M,7100.00,9169.00,16269.00,2069.00,0.291408451
20252,91978,65,65-69,M,6236.00,10033.00,16269.00,3797.00,0.6088839
21196,2719,59,55-59,F,7256.00,9015.00,16271.00,1759.00,0.242420066
15829,95124,50,50-54,F,7377.00,8895.00,16272.00,1518.00,0.205774705
24530,10028,35,35-39,F,7036.00,9237.00,16273.00,2201.00,0.312819784
28458,2467,46,45-49,M,7807.00,8467.00,16274.00,660.00,0.084539516
19551,86004,46,45-49,F,6609.00,9665.00,16274.00,3056.00,0.462399758
22813,50010,69,65-69,M,7652.00,8624.00,16276.00,972.00,0.127025614
9936,84009,47,45-49,M,7338.00,8939.00,16277.00,1601.00,0.21817934
12386,75165,36,35-39,F,7393.00,8887.00,16280.00,1494.00,0.202083052
5064,75165,35,35-39,M,7394.00,8886.00,16280.00,1492.00,0.201785231
21194,80921,72,70-74,M,6982.00,9299.00,16281.00,2317.00,0.331853337
28540,37350,37,35-39,M,7429.00,8854.00,16283.00,1425.00,0.191815857
23213,82801,74,70-74,M,7614.00,8670.00,16284.00,1056.00,0.138691883
30382,2571,27,Under 35,F,7024.00,9260.00,16284.00,2236.00,0.31833713
30564,2026,33,Under 35,M,7244.00,9043.00,16287.00,1799.00,0.248343457
28547,2127,27,Under 35,M,6795.00,9493.00,16288.00,2698.00,0.397056659
3740,18702,28,Under 35,M,5746.00,10543.00,16289.00,4797.00,0.834841629
28976,1844,28,Under 35,M,7191.00,9099.00,16290.00,1908.00,0.265331665
21120,95694,51,50-54,F,7012.00,9280.00,16292.00,2268.00,0.323445522
16417,6410,28,Under 35,F,7002.00,9290.00,16292.00,2288.00,0.326763782
23621,32757,65,65-69,F,7417.00,8876.00,16293.00,1459.00,0.19671026
29772,2478,21,Under 35,F,8166.00,8128.00,16294.00,-38.00,-0.004653441
26040,1776,49,45-49,M,7004.00,9293.00,16297.00,2289.00,0.32681325
23111,89117,70,70-74,M,7388.00,8910.00,16298.00,1522.00,0.206009746
24917,2061,40,40-44,F,7875.00,8424.00,16299.00,549.00,0.069714286
24992,2061,41,40-44,F,7875.00,8424.00,16299.00,549.00,0.069714286
25000,2468,45,45-49,F,7909.00,8390.00,16299.00,481.00,0.060816791
28192,2056,23,Under 35,F,7860.00,8440.00,16300.00,580.00,0.073791349
29190,2136,45,45-49,F,7865.00,8436.00,16301.00,571.00,0.072600127
26012,2116,40,40-44,F,7673.00,8628.00,16301.00,955.00,0.124462401
27818,2114,22,Under 35,F,7562.00,8741.00,16303.00,1179.00,0.155911135
23153,34949,61,60-64,F,7346.00,8957.00,16303.00,1611.00,0.219303022
25791,1876,38,35-39,F,7422.00,8883.00,16305.00,1461.00,0.196847211
26698,2478,31,Under 35,F,8162.00,8143.00,16305.00,-19.00,-0.002327861
4545,99669,28,Under 35,M,4975.00,11330.00,16305.00,6355.00,1.277386935
18824,84095,40,40-44,F,7511.00,8794.00,16305.00,1283.00,0.170816136
11385,46062,47,45-49,M,6868.00,9437.00,16305.00,2569.00,0.374053582
27725,1801,45,45-49,F,7449.00,8857.00,16306.00,1408.00,0.18901866
25489,2129,25,Under 35,F,7807.00,8500.00,16307.00,693.00,0.088766492
16511,98146,62,60-64,M,6668.00,9639.00,16307.00,2971.00,0.445560888
12784,7737,59,55-59,M,7418.00,8889.00,16307.00,1471.00,0.198301429
25325,1844,38,35-39,F,7701.00,8607.00,16308.00,906.00,0.117647059
22708,92604,57,55-59,F,7401.00,8907.00,16308.00,1506.00,0.203486015
25140,2125,27,Under 35,M,7262.00,9048.00,16310.00,1786.00,0.245937758
22611,19087,62,60-64,F,7200.00,9110.00,16310.00,1910.00,0.265277778
26276,2169,28,Under 35,M,7260.00,9052.00,16312.00,1792.00,0.246831956
30331,2113,21,Under 35,F,7585.00,8729.00,16314.00,1144.00,0.150823995
24908,2176,44,40-44,F,7441.00,8874.00,16315.00,1433.00,0.192581642
26525,2109,25,Under 35,F,7860.00,8457.00,16317.00,597.00,0.075954198
25502,2130,38,35-39,M,7298.00,9019.00,16317.00,1721.00,0.235818032
23952,60015,48,45-49,F,7667.00,8652.00,16319.00,985.00,0.128472675
29087,2128,25,Under 35,F,7965.00,8354.00,16319.00,389.00,0.048838669
14379,2184,28,Under 35,F,6814.00,9505.00,16319.00,2691.00,0.394922219
24990,2043,38,35-39,F,7620.00,8700.00,16320.00,1080.00,0.141732283
20718,2718,60,60-64,M,6855.00,9467.00,16322.00,2612.00,0.38103574
18859,90402,69,65-69,M,7076.00,9246.00,16322.00,2170.00,0.306670435
16437,98101,26,Under 35,F,7688.00,8637.00,16325.00,949.00,0.123439126
28834,2124,39,35-39,M,7520.00,8807.00,16327.00,1287.00,0.171143617
20305,20895,60,60-64,M,6916.00,9412.00,16328.00,2496.00,0.360902256
29355,1453,51,50-54,F,7543.00,8786.00,16329.00,1243.00,0.164788546
18976,30269,45,45-49,F,7243.00,9087.00,16330.00,1844.00,0.254590639
29144,3254,31,Under 35,M,7098.00,9234.00,16332.00,2136.00,0.300929839
17798,60555,36,35-39,F,7258.00,9074.00,16332.00,1816.00,0.250206669
26901,28202,43,40-44,M,7511.00,8822.00,16333.00,1311.00,0.174544002
27561,37209,35,35-39,F,7836.00,8497.00,16333.00,661.00,0.084354262
23084,77441,60,60-64,F,7401.00,8932.00,16333.00,1531.00,0.206863937
26783,2171,35,35-39,M,7227.00,9108.00,16335.00,1881.00,0.260273973
23606,1741,65,65-69,F,7686.00,8651.00,16337.00,965.00,0.125552953
25443,2127,23,Under 35,M,7561.00,8777.00,16338.00,1216.00,0.160825288
22390,92115,55,55-59,F,7304.00,9034.00,16338.00,1730.00,0.236856517
25703,2135,24,Under 35,M,7168.00,9170.00,16338.00,2002.00,0.279296875
22107,72206,71,70-74,M,6867.00,9472.00,16339.00,2605.00,0.379350517
26809,19027,21,Under 35,F,7465.00,8874.00,16339.00,1409.00,0.188747488
28127,2136,40,40-44,M,7699.00,8640.00,16339.00,941.00,0.122223665
23716,80516,65,65-69,F,7767.00,8573.00,16340.00,806.00,0.10377237
21595,77024,65,65-69,M,7062.00,9278.00,16340.00,2216.00,0.313792127
15570,49534,48,45-49,M,7517.00,8825.00,16342.00,1308.00,0.174005587
26098,2127,24,Under 35,F,7170.00,9172.00,16342.00,2002.00,0.279218968
18296,11778,46,45-49,F,7518.00,8824.00,16342.00,1306.00,0.173716414
25532,32903,25,Under 35,F,7506.00,8837.00,16343.00,1331.00,0.177324807
25563,2115,39,35-39,M,6804.00,9539.00,16343.00,2735.00,0.40196943
18000,2476,57,55-59,M,6920.00,9424.00,16344.00,2504.00,0.361849711
19082,60074,44,40-44,F,7227.00,9117.00,16344.00,1890.00,0.261519303
7755,85024,42,40-44,M,7247.00,9098.00,16345.00,1851.00,0.255416034
15849,6451,52,50-54,F,7153.00,9192.00,16345.00,2039.00,0.285055222
15827,75032,46,45-49,F,6872.00,9474.00,16346.00,2602.00,0.378637951
23277,78382,62,60-64,F,7975.00,8373.00,16348.00,398.00,0.049905956
24647,1915,31,Under 35,F,7698.00,8651.00,16349.00,953.00,0.123798389
26149,37212,26,Under 35,M,7937.00,8412.00,16349.00,475.00,0.05984629
